ride_id,city,hour,day_of_week,weather,special_event,distance_km,base_fare,surge_multiplier,final_fare,ride_completed,wait_time_mins,customer_segment
IND_0277,Kolkata,16,5,Dusty,Eid,5.8,8.9,1.8,16.02,True,9,Premium
IND_0278,Pune,8,5,Clear,Eid,18.4,19.96,1.8,35.93,True,14,Budget
IND_0279,Bangalore,11,2,Heavy_Rain,Regular,4.4,21.48,1.5,32.22,True,16,Budget
IND_0280,Mumbai,7,1,Hot,Eid,10.8,19.5,1.8,35.1,True,16,Regular
IND_0281,Pune,7,3,Light_Rain,Regular,23.1,15.08,1.2,18.1,True,7,Regular
IND_0282,Mumbai,5,2,Humid,Diwali,23.9,17.07,1.9800000000000002,33.8,False,15,Budget
IND_0283,Ahmedabad,0,3,Light_Rain,Eid,15.0,10.95,3.5,38.32,False,18,Premium
IND_0284,Hyderabad,23,5,Light_Rain,Holi,2.1,14.97,3.2399999999999998,48.5,True,19,Regular
IND_0285,Mumbai,10,1,Dusty,Regular,21.5,36.82,1.0,36.82,True,13,Budget
IND_0286,Mumbai,4,6,Heavy_Rain,Diwali,3.0,21.94,2.97,65.16,True,21,Premium
IND_0287,Delhi,16,2,Dusty,Regular,11.1,25.61,1.0,25.61,True,13,Budget
IND_0288,Chennai,10,7,Hot,Regular,21.1,13.55,1.2,16.26,True,6,Budget
IND_0289,Delhi,4,1,Light_Rain,Regular,12.7,21.35,1.2,25.62,True,7,Budget
IND_0290,Chennai,3,1,Light_Rain,Regular,17.8,22.05,1.2,26.46,True,13,Budget
IND_0291,Hyderabad,11,4,Humid,Diwali,17.6,12.42,1.8,22.36,False,11,Budget
IND_0292,Hyderabad,3,4,Clear,Regular,20.3,10.06,1.0,10.06,True,13,Budget
IND_0293,Pune,11,6,Dusty,Regular,3.9,20.14,1.0,20.14,False,6,Premium
IND_0294,Bangalore,2,7,Heavy_Rain,Diwali,3.0,19.22,2.7,51.89,True,20,Regular
IND_0295,Ahmedabad,0,4,Dusty,Regular,6.0,9.79,1.5,14.68,True,11,Budget
IND_0296,Hyderabad,20,3,Hot,Regular,22.3,16.14,1.2,19.37,True,9,Budget
IND_0297,Hyderabad,20,7,Humid,Regular,2.4,14.5,2.0,29.0,True,15,Budget
IND_0298,Kolkata,12,3,Light_Rain,Diwali,9.3,10.29,2.16,22.23,False,18,Regular
IND_0299,Hyderabad,5,1,Light_Rain,Regular,7.5,17.07,1.2,20.48,True,13,Regular
IND_0300,Pune,11,7,Light_Rain,Holi,7.4,15.04,2.16,32.49,True,10,Regular
IND_0301,Bangalore,18,2,Hot,Regular,9.1,19.81,1.2,23.77,True,13,Budget
IND_0302,Ahmedabad,0,3,Humid,Holi,20.5,11.43,2.7,30.86,False,19,Budget
IND_0303,Bangalore,3,7,Humid,Regular,10.4,11.45,1.1,12.6,True,8,Budget
IND_0304,Bangalore,23,4,Dusty,Regular,16.9,13.48,2.5,33.7,True,18,Regular
IND_0305,Hyderabad,21,5,Light_Rain,Regular,9.1,19.7,1.44,28.37,True,7,Regular
IND_0306,Pune,18,1,Light_Rain,Regular,9.3,24.37,2.4,58.49,True,17,Premium
IND_0307,Delhi,7,3,Heavy_Rain,Holi,16.6,34.15,2.7,92.2,False,19,Budget
IND_0308,Chennai,3,6,Clear,Diwali,10.9,20.45,1.8,36.81,True,12,Budget
IND_0309,Delhi,15,7,Humid,Regular,19.4,17.19,1.1,18.91,True,12,Budget
IND_0310,Kolkata,8,1,Clear,Eid,5.9,12.63,2.7,34.1,False,21,Premium
IND_0311,Ahmedabad,22,1,Hot,Regular,5.8,18.57,1.5,27.86,False,10,Premium
IND_0312,Chennai,21,3,Heavy_Rain,Holi,4.2,14.68,3.5,51.38,True,21,Budget
IND_0313,Chennai,21,6,Humid,Regular,6.6,8.44,1.2,10.13,True,14,Budget
IND_0314,Delhi,9,7,Hot,Regular,13.2,27.2,1.0,27.2,True,10,Budget
IND_0315,Pune,11,2,Hot,Diwali,8.1,17.84,1.8,32.11,True,13,Budget
IND_0316,Delhi,2,6,Heavy_Rain,Regular,14.5,34.33,1.5,51.49,True,19,Regular
IND_0317,Pune,17,6,Hot,Regular,22.3,18.05,1.0,18.05,True,12,Budget
IND_0318,Bangalore,3,7,Hot,Holi,23.8,13.34,1.8,24.01,True,9,Budget
IND_0319,Pune,6,7,Dusty,Holi,21.2,13.9,1.8,25.02,False,13,Regular
IND_0320,Chennai,16,4,Clear,Regular,18.1,17.99,1.1,19.79,True,7,Regular
IND_0321,Delhi,3,5,Clear,Regular,8.6,24.32,1.0,24.32,True,7,Regular
IND_0322,Ahmedabad,1,2,Heavy_Rain,Regular,5.3,14.91,3.5,52.19,False,23,Premium
IND_0323,Mumbai,23,4,Heavy_Rain,Eid,2.5,39.52,3.5,138.32,True,27,Premium
IND_0324,Hyderabad,4,3,Dusty,Regular,19.8,13.45,1.1,14.79,True,6,Budget
IND_0325,Pune,23,4,Humid,Regular,10.6,10.07,1.5,15.11,False,13,Budget
IND_0326,Mumbai,5,2,Light_Rain,Regular,3.3,15.99,1.2,19.19,True,11,Budget
IND_0327,Ahmedabad,16,4,Dusty,Diwali,17.7,10.15,1.9800000000000002,20.1,True,10,Premium
IND_0328,Kolkata,11,2,Heavy_Rain,Regular,21.1,8.36,1.5,12.54,True,13,Regular
IND_0329,Hyderabad,7,6,Light_Rain,Regular,6.8,19.08,1.2,22.9,True,14,Regular
IND_0330,Ahmedabad,4,6,Light_Rain,Regular,20.4,9.91,1.2,11.89,True,11,Budget
IND_0331,Pune,11,4,Heavy_Rain,Holi,12.7,21.87,2.97,64.95,True,18,Premium
IND_0332,Kolkata,17,6,Humid,Regular,8.5,17.27,1.1,19.0,True,13,Regular
IND_0333,Chennai,8,6,Dusty,Regular,8.9,10.55,1.0,10.55,True,13,Regular
IND_0334,Pune,21,3,Dusty,Holi,18.6,21.45,2.7,57.91,False,15,Budget
IND_0335,Hyderabad,10,6,Dusty,Holi,17.8,18.85,2.16,40.72,True,15,Regular
IND_0336,Bangalore,21,5,Light_Rain,Eid,4.2,12.56,3.2399999999999998,40.69,True,18,Premium
IND_0337,Kolkata,20,1,Light_Rain,Eid,7.1,20.07,3.2399999999999998,65.03,False,19,Budget
IND_0338,Delhi,15,1,Dusty,Regular,15.3,26.28,1.1,28.91,True,9,Premium
IND_0339,Chennai,13,1,Light_Rain,Holi,24.8,13.83,2.3760000000000003,32.86,False,17,Budget
IND_0340,Kolkata,20,2,Heavy_Rain,Regular,3.3,13.78,1.7999999999999998,24.8,True,17,Regular
IND_0341,Ahmedabad,2,2,Humid,Regular,16.6,12.24,1.1,13.46,True,6,Budget
IND_0342,Kolkata,0,3,Humid,Holi,2.4,7.06,3.5,24.71,False,21,Budget
IND_0343,Pune,16,5,Heavy_Rain,Holi,3.5,9.87,2.7,26.65,True,21,Regular
IND_0344,Pune,21,2,Heavy_Rain,Regular,10.3,12.58,2.25,28.3,False,17,Premium
IND_0345,Mumbai,18,5,Light_Rain,Diwali,10.4,34.52,2.592,89.48,True,18,Regular
IND_0346,Mumbai,19,1,Dusty,Diwali,17.0,15.59,3.5,54.56,False,21,Budget
IND_0347,Bangalore,6,6,Dusty,Regular,2.2,18.42,1.0,18.42,True,7,Regular
IND_0348,Bangalore,13,7,Clear,Regular,18.5,12.35,1.0,12.35,True,9,Regular
IND_0349,Chennai,16,2,Heavy_Rain,Regular,11.4,10.73,1.6500000000000001,17.7,False,18,Budget
IND_0350,Mumbai,21,1,Clear,Regular,15.2,29.82,1.2,35.78,True,6,Regular
IND_0351,Chennai,20,2,Hot,Eid,8.1,8.85,2.16,19.12,True,18,Budget
IND_0352,Pune,23,1,Clear,Regular,19.4,9.87,1.5,14.8,True,8,Budget
IND_0353,Ahmedabad,19,3,Dusty,Diwali,10.6,11.46,2.16,24.75,True,19,Budget
IND_0354,Ahmedabad,13,6,Light_Rain,Diwali,5.0,16.44,2.16,35.51,False,17,Budget
IND_0355,Ahmedabad,5,5,Hot,Regular,10.2,7.37,1.0,7.37,True,9,Premium
IND_0356,Delhi,8,6,Heavy_Rain,Diwali,18.2,27.59,3.5,96.56,True,27,Premium
IND_0357,Kolkata,16,5,Dusty,Regular,16.2,13.49,1.0,13.49,True,10,Regular
IND_0358,Bangalore,17,5,Clear,Diwali,16.8,13.14,1.9800000000000002,26.02,True,16,Budget
IND_0359,Hyderabad,10,3,Clear,Regular,7.1,18.94,1.2,22.73,True,6,Budget
IND_0360,Ahmedabad,2,7,Hot,Regular,9.3,19.75,1.0,19.75,True,8,Regular
IND_0361,Mumbai,2,7,Humid,Regular,16.7,41.7,1.0,41.7,True,9,Budget
IND_0362,Mumbai,7,7,Hot,Eid,14.9,33.59,1.9800000000000002,66.51,False,12,Budget
IND_0363,Hyderabad,0,3,Heavy_Rain,Regular,16.6,21.6,3.5,75.6,False,26,Budget
IND_0364,Bangalore,22,6,Dusty,Regular,4.5,22.22,1.5,33.33,False,14,Budget
IND_0365,Hyderabad,22,3,Clear,Regular,11.5,23.75,2.5,59.38,True,17,Budget
IND_0366,Bangalore,15,1,Humid,Regular,3.1,28.71,1.1,31.58,True,12,Premium
IND_0367,Bangalore,23,7,Light_Rain,Diwali,10.9,22.01,3.5,77.04,True,18,Premium
IND_0368,Hyderabad,8,4,Heavy_Rain,Eid,12.4,10.27,3.2399999999999998,33.27,True,28,Regular
IND_0369,Kolkata,22,6,Humid,Regular,7.0,10.15,2.5,25.38,False,14,Regular
IND_0370,Bangalore,16,5,Dusty,Regular,9.4,12.31,1.0,12.31,True,10,Premium
IND_0371,Chennai,13,7,Clear,Regular,4.4,14.47,1.0,14.47,True,7,Regular
IND_0372,Bangalore,9,6,Heavy_Rain,Holi,21.3,23.81,3.2399999999999998,77.14,False,25,Budget
IND_0373,Hyderabad,23,6,Humid,Regular,7.5,21.33,2.5,53.32,False,16,Premium
IND_0374,Kolkata,17,1,Clear,Regular,7.8,16.31,1.1,17.94,True,13,Regular
IND_0375,Kolkata,18,5,Dusty,Regular,6.5,17.87,1.2,21.44,True,9,Regular
IND_0376,Bangalore,5,6,Humid,Diwali,10.7,18.57,1.8,33.43,True,13,Budget
IND_0377,Bangalore,1,2,Heavy_Rain,Regular,3.2,28.65,3.5,100.27,True,22,Regular
IND_0378,Kolkata,2,7,Dusty,Eid,14.1,21.35,1.8,38.43,True,9,Regular
IND_0379,Pune,2,3,Light_Rain,Holi,17.3,15.29,2.16,33.03,True,16,Regular
IND_0380,Mumbai,3,6,Heavy_Rain,Regular,7.5,34.27,1.5,51.41,True,17,Budget
IND_0381,Delhi,12,3,Humid,Regular,8.5,32.96,1.0,32.96,True,9,Budget
IND_0382,Chennai,20,2,Heavy_Rain,Regular,3.9,9.63,3.0,28.89,True,25,Budget
IND_0383,Hyderabad,21,4,Clear,Holi,14.4,19.95,3.5,69.83,True,20,Premium
IND_0384,Bangalore,0,4,Dusty,Eid,2.9,11.46,2.7,30.94,True,16,Regular
IND_0385,Hyderabad,8,4,Hot,Regular,16.5,15.36,1.0,15.36,True,8,Budget
IND_0386,Delhi,23,5,Clear,Regular,21.5,20.23,2.5,50.58,False,17,Budget
IND_0387,Ahmedabad,12,4,Dusty,Diwali,12.9,13.94,1.8,25.09,True,15,Regular
IND_0388,Chennai,20,2,Heavy_Rain,Regular,22.4,24.41,3.0,73.23,True,28,Budget
IND_0389,Bangalore,3,1,Clear,Regular,15.7,20.74,1.0,20.74,True,11,Premium
IND_0390,Pune,20,7,Humid,Holi,5.7,13.19,2.7,35.61,False,15,Regular
IND_0391,Mumbai,17,4,Dusty,Regular,3.7,35.15,1.0,35.15,True,11,Budget
IND_0392,Kolkata,11,2,Dusty,Regular,7.4,11.28,1.0,11.28,True,8,Budget
IND_0393,Chennai,22,5,Light_Rain,Regular,15.0,21.73,2.4,52.15,False,13,Regular
IND_0394,Pune,8,7,Heavy_Rain,Holi,17.6,15.3,3.2399999999999998,49.57,True,24,Budget
IND_0395,Bangalore,20,5,Clear,Regular,8.5,26.53,2.0,53.06,False,17,Regular
IND_0396,Delhi,0,7,Humid,Regular,2.7,25.38,2.0,50.76,False,11,Budget
IND_0397,Ahmedabad,20,7,Light_Rain,Eid,11.0,18.59,3.5,65.06,True,19,Budget
IND_0398,Pune,11,5,Clear,Regular,7.5,27.32,1.0,27.32,True,6,Budget
IND_0399,Bangalore,23,6,Hot,Eid,2.9,25.23,2.7,68.12,False,15,Budget
IND_0400,Kolkata,12,4,Hot,Diwali,2.9,16.73,2.3400000000000003,39.15,True,15,Regular
IND_0401,Chennai,18,5,Humid,Holi,10.7,14.43,3.5,50.5,True,24,Regular
IND_0402,Pune,7,5,Hot,Eid,20.8,15.56,1.9800000000000002,30.81,True,9,Premium
IND_0403,Hyderabad,2,5,Dusty,Eid,6.9,11.18,1.8,20.12,True,15,Regular
IND_0404,Pune,10,6,Clear,Regular,17.5,18.1,1.5,27.15,True,14,Budget
IND_0405,Mumbai,4,5,Humid,Holi,5.1,30.38,1.8,54.68,False,10,Budget
IND_0406,Mumbai,23,6,Dusty,Regular,8.5,17.57,2.0,35.14,False,13,Budget
IND_0407,Pune,19,2,Humid,Regular,19.7,20.84,2.0,41.68,False,17,Budget
IND_0408,Delhi,7,4,Hot,Holi,4.5,16.65,1.9800000000000002,32.97,True,14,Budget
IND_0409,Mumbai,17,5,Clear,Diwali,13.1,18.91,1.8,34.04,True,14,Regular
IND_0410,Pune,11,7,Clear,Regular,14.2,13.36,1.1,14.7,True,8,Regular
IND_0411,Delhi,13,2,Heavy_Rain,Regular,19.6,32.93,1.5,49.39,True,19,Budget
IND_0412,Hyderabad,0,6,Dusty,Regular,2.2,16.88,2.5,42.2,False,16,Regular
IND_0413,Kolkata,13,3,Clear,Holi,11.8,15.78,1.8,28.4,False,12,Budget
IND_0414,Pune,6,4,Humid,Regular,14.8,12.4,1.1,13.64,True,8,Budget
IND_0415,Pune,23,2,Dusty,Diwali,19.2,17.49,3.5,61.21,True,16,Regular
IND_0416,Kolkata,17,5,Dusty,Regular,18.3,9.41,1.0,9.41,True,12,Budget
IND_0417,Pune,2,1,Heavy_Rain,Holi,10.5,20.57,2.97,61.09,True,21,Regular
IND_0418,Chennai,22,5,Clear,Regular,20.9,18.88,2.0,37.76,False,16,Premium
IND_0419,Hyderabad,1,7,Humid,Regular,13.9,11.94,1.5,17.91,True,10,Regular
IND_0420,Bangalore,2,3,Hot,Eid,17.4,18.11,1.8,32.6,False,14,Budget
IND_0421,Chennai,23,7,Humid,Regular,10.0,24.38,2.0,48.76,False,17,Budget
IND_0422,Mumbai,8,2,Hot,Regular,4.4,17.17,1.2,20.6,True,9,Regular
IND_0423,Chennai,17,7,Humid,Eid,18.0,24.42,1.9800000000000002,48.35,True,15,Premium
IND_0424,Ahmedabad,18,7,Clear,Regular,4.7,7.88,2.0,15.76,True,13,Regular
IND_0425,Kolkata,13,3,Humid,Regular,2.2,19.48,1.0,19.48,True,8,Regular
IND_0426,Kolkata,2,5,Light_Rain,Regular,9.2,10.28,1.2,12.34,True,12,Premium
IND_0427,Hyderabad,7,6,Light_Rain,Regular,8.1,11.9,1.2,14.28,True,9,Regular
IND_0428,Delhi,2,6,Dusty,Regular,16.1,29.58,1.0,29.58,True,8,Budget
IND_0429,Chennai,15,2,Humid,Eid,11.2,20.75,1.8,37.35,False,15,Budget
IND_0430,Kolkata,12,7,Dusty,Regular,6.0,21.65,1.1,23.82,True,5,Regular
IND_0431,Pune,18,1,Heavy_Rain,Eid,16.1,13.93,3.5,48.75,True,24,Premium
IND_0432,Bangalore,15,4,Light_Rain,Regular,18.1,17.45,1.32,23.03,True,8,Budget
IND_0433,Hyderabad,3,6,Heavy_Rain,Regular,7.4,15.35,1.6500000000000001,25.33,True,19,Regular
IND_0434,Ahmedabad,0,2,Hot,Regular,5.1,18.61,2.5,46.52,True,17,Regular
IND_0435,Chennai,8,5,Humid,Diwali,11.2,19.74,1.8,35.53,True,12,Regular
IND_0436,Delhi,14,6,Heavy_Rain,Eid,10.3,24.89,2.7,67.2,True,20,Budget
IND_0437,Hyderabad,18,5,Dusty,Regular,14.4,24.65,1.5,36.97,True,14,Budget
IND_0438,Ahmedabad,2,4,Humid,Eid,12.7,19.44,1.8,34.99,True,16,Budget
IND_0439,Pune,2,1,Light_Rain,Eid,7.2,15.02,2.16,32.44,True,14,Budget
IND_0440,Kolkata,23,5,Humid,Regular,11.5,9.76,1.5,14.64,False,9,Budget
IND_0441,Delhi,6,2,Hot,Diwali,4.2,33.55,1.9800000000000002,66.43,True,9,Budget
IND_0442,Delhi,3,3,Humid,Holi,3.9,33.43,1.9800000000000002,66.19,True,11,Budget
IND_0443,Bangalore,16,7,Light_Rain,Diwali,2.8,17.14,2.16,37.02,True,13,Premium
IND_0444,Ahmedabad,4,6,Humid,Holi,15.6,12.94,1.9800000000000002,25.62,True,14,Budget
IND_0445,Hyderabad,2,4,Heavy_Rain,Eid,11.5,10.65,2.7,28.76,False,23,Regular
IND_0446,Kolkata,9,4,Humid,Diwali,17.8,14.38,2.16,31.06,True,18,Regular
IND_0447,Hyderabad,0,5,Heavy_Rain,Holi,11.5,17.53,3.5,61.36,False,26,Regular
IND_0448,Pune,7,3,Clear,Regular,16.4,18.82,1.0,18.82,True,11,Regular
IND_0449,Pune,6,7,Clear,Holi,5.1,11.1,1.9800000000000002,21.98,True,11,Regular
IND_0450,Hyderabad,10,1,Light_Rain,Diwali,24.3,8.38,2.16,18.1,False,11,Budget
IND_0451,Delhi,4,1,Hot,Holi,9.9,19.17,1.9800000000000002,37.96,True,13,Regular
IND_0452,Kolkata,2,7,Light_Rain,Diwali,8.1,12.89,2.3760000000000003,30.63,True,18,Budget
IND_0453,Mumbai,3,7,Dusty,Holi,10.9,44.25,1.8,79.65,True,8,Budget
IND_0454,Hyderabad,15,4,Dusty,Eid,23.5,10.7,1.8,19.26,True,13,Budget
IND_0455,Chennai,6,3,Clear,Regular,17.3,24.55,1.0,24.55,True,8,Budget
IND_0456,Chennai,18,1,Hot,Regular,7.6,24.47,2.0,48.94,True,15,Regular
IND_0457,Kolkata,2,2,Light_Rain,Regular,4.1,16.28,1.2,19.54,True,11,Regular
IND_0458,Delhi,4,4,Light_Rain,Eid,24.6,30.14,2.16,65.1,True,13,Budget
IND_0459,Kolkata,23,2,Heavy_Rain,Diwali,13.2,13.56,3.5,47.46,True,24,Regular
IND_0460,Kolkata,10,6,Hot,Eid,22.0,15.98,2.7,43.15,False,16,Budget
IND_0461,Kolkata,14,1,Dusty,Regular,10.7,9.78,1.0,9.78,True,8,Regular
IND_0462,Kolkata,23,1,Dusty,Regular,20.8,9.85,2.5,24.62,True,15,Regular
IND_0463,Kolkata,13,6,Heavy_Rain,Diwali,4.2,16.88,2.7,45.58,True,18,Premium
IND_0464,Ahmedabad,6,1,Clear,Regular,16.8,12.05,1.1,13.26,True,11,Budget
IND_0465,Kolkata,7,5,Dusty,Diwali,2.3,20.82,1.9800000000000002,41.22,True,16,Budget
IND_0466,Kolkata,17,6,Hot,Regular,10.5,17.63,1.0,17.63,True,11,Regular
IND_0467,Delhi,6,5,Clear,Diwali,18.7,24.23,1.8,43.61,True,13,Regular
IND_0468,Bangalore,17,6,Humid,Regular,19.2,25.33,1.0,25.33,True,11,Budget
IND_0469,Delhi,5,7,Light_Rain,Regular,11.2,19.76,1.2,23.71,True,11,Premium
IND_0470,Kolkata,11,4,Dusty,Regular,21.0,11.85,1.0,11.85,True,7,Regular
IND_0471,Chennai,11,4,Hot,Regular,2.0,8.59,1.0,8.59,True,9,Premium
IND_0472,Chennai,7,2,Heavy_Rain,Diwali,19.7,24.04,2.7,64.91,True,21,Regular
IND_0473,Bangalore,3,1,Hot,Eid,5.6,15.3,1.8,27.54,True,15,Budget
IND_0474,Hyderabad,23,1,Dusty,Eid,20.2,10.94,3.5,38.29,True,22,Budget
IND_0475,Mumbai,23,7,Humid,Regular,3.8,16.68,2.0,33.36,True,16,Budget
IND_0476,Hyderabad,23,6,Humid,Diwali,16.6,18.75,2.7,50.62,True,12,Regular
IND_0477,Bangalore,10,5,Dusty,Holi,5.5,23.47,2.16,50.7,True,16,Regular
IND_0478,Delhi,7,4,Heavy_Rain,Regular,11.1,15.04,1.5,22.56,True,18,Regular
IND_0479,Chennai,2,4,Humid,Regular,19.8,10.22,1.0,10.22,True,7,Budget
IND_0480,Hyderabad,17,5,Dusty,Regular,7.7,9.22,1.1,10.14,True,13,Budget
IND_0481,Pune,13,3,Heavy_Rain,Holi,9.4,20.28,2.7,54.76,True,18,Budget
IND_0482,Ahmedabad,19,2,Hot,Diwali,23.3,10.04,3.5,35.14,True,23,Premium
IND_0483,Mumbai,7,5,Light_Rain,Regular,21.1,23.63,1.2,28.36,True,7,Budget
IND_0484,Mumbai,10,2,Dusty,Regular,6.9,31.39,1.2,37.67,True,11,Premium
IND_0485,Mumbai,12,5,Dusty,Regular,3.0,20.11,1.0,20.11,True,11,Budget
IND_0486,Ahmedabad,20,1,Clear,Regular,17.2,15.62,2.0,31.24,True,12,Budget
IND_0487,Pune,7,4,Humid,Regular,4.3,14.99,1.0,14.99,True,9,Budget
IND_0488,Mumbai,1,2,Humid,Eid,9.7,26.8,2.7,72.36,False,17,Budget
IND_0489,Chennai,1,6,Heavy_Rain,Regular,22.5,21.85,2.25,49.16,True,23,Budget
IND_0490,Pune,21,2,Clear,Regular,10.8,27.25,2.0,54.5,True,14,Budget
IND_0491,Pune,9,5,Heavy_Rain,Regular,14.5,12.93,1.5,19.39,True,19,Budget
IND_0492,Bangalore,9,6,Dusty,Regular,22.9,18.6,1.0,18.6,True,12,Budget
IND_0493,Delhi,17,5,Dusty,Diwali,6.2,31.31,1.8,56.36,True,14,Premium
IND_0494,Pune,9,4,Dusty,Regular,22.6,26.73,1.2,32.08,True,9,Budget
IND_0495,Mumbai,19,5,Heavy_Rain,Regular,15.0,21.93,1.7999999999999998,39.47,True,15,Budget
IND_0496,Bangalore,16,7,Humid,Regular,18.4,17.48,1.1,19.23,True,7,Budget
IND_0497,Mumbai,13,7,Clear,Eid,23.9,21.68,1.8,39.02,True,9,Premium
IND_0498,Ahmedabad,22,3,Hot,Holi,11.8,17.09,3.5,59.81,True,18,Budget
IND_0499,Mumbai,16,1,Hot,Regular,21.0,16.27,1.0,16.27,True,8,Regular
IND_0500,Pune,16,7,Dusty,Diwali,6.4,17.35,1.8,31.23,False,10,Budget
IND_0501,Mumbai,22,5,Light_Rain,Regular,21.1,28.55,3.0,85.65,False,14,Regular
IND_0502,Bangalore,12,4,Heavy_Rain,Regular,2.6,19.07,1.5,28.61,True,13,Budget
IND_0503,Bangalore,22,6,Clear,Diwali,4.6,18.99,3.5,66.46,False,21,Regular
IND_0504,Bangalore,12,5,Hot,Diwali,19.7,28.25,2.3400000000000003,66.11,False,12,Regular
IND_0505,Mumbai,13,3,Heavy_Rain,Regular,19.7,28.39,1.5,42.59,True,13,Budget
IND_0506,Chennai,0,4,Hot,Regular,13.5,21.73,2.5,54.33,True,13,Regular
IND_0507,Ahmedabad,14,4,Hot,Diwali,15.8,7.09,2.3400000000000003,16.59,True,15,Regular
IND_0508,Mumbai,5,2,Clear,Regular,10.0,19.36,1.0,19.36,True,12,Budget
IND_0509,Delhi,1,1,Hot,Holi,5.7,18.54,3.5,64.89,True,20,Regular
IND_0510,Bangalore,14,6,Humid,Eid,23.4,11.86,1.8,21.35,True,15,Regular
IND_0511,Pune,17,1,Heavy_Rain,Regular,5.1,22.2,1.5,33.3,True,15,Budget
IND_0512,Hyderabad,19,1,Clear,Regular,18.8,18.69,1.2,22.43,True,13,Premium
IND_0513,Chennai,13,5,Heavy_Rain,Eid,14.1,24.92,2.7,67.28,True,22,Budget
IND_0514,Ahmedabad,15,7,Light_Rain,Regular,7.4,10.78,1.2,12.94,False,6,Regular
IND_0515,Delhi,23,7,Light_Rain,Regular,16.2,21.54,1.7999999999999998,38.77,True,13,Regular
IND_0516,Mumbai,20,2,Dusty,Eid,7.9,17.04,2.7,46.01,True,16,Budget
IND_0517,Kolkata,12,6,Humid,Regular,24.1,19.48,1.0,19.48,True,8,Regular
IND_0518,Ahmedabad,1,6,Light_Rain,Regular,5.6,12.99,3.0,38.97,True,17,Regular
IND_0519,Mumbai,16,3,Humid,Regular,17.6,31.66,1.0,31.66,True,10,Regular
IND_0520,Kolkata,2,2,Heavy_Rain,Regular,2.7,21.75,1.5,32.62,True,15,Regular
IND_0521,Chennai,22,7,Heavy_Rain,Regular,2.7,15.04,3.0,45.12,True,21,Regular
IND_0522,Chennai,6,5,Heavy_Rain,Holi,4.6,21.34,2.7,57.62,True,20,Budget
IND_0523,Bangalore,6,3,Hot,Regular,22.1,16.21,1.0,16.21,True,12,Regular
IND_0524,Bangalore,6,6,Clear,Regular,10.9,27.3,1.0,27.3,False,12,Regular
IND_0525,Delhi,10,4,Clear,Diwali,14.0,27.16,2.16,58.67,False,16,Regular
IND_0526,Hyderabad,10,2,Light_Rain,Eid,8.4,13.43,2.592,34.81,False,14,Budget
IND_0527,Delhi,6,5,Heavy_Rain,Regular,9.3,15.26,1.5,22.89,True,13,Budget
IND_0528,Kolkata,17,4,Clear,Holi,2.7,20.55,1.8,36.99,False,9,Budget
IND_0529,Ahmedabad,19,3,Heavy_Rain,Eid,20.8,16.27,3.5,56.95,True,23,Premium
IND_0530,Bangalore,2,7,Dusty,Regular,4.2,16.21,1.1,17.83,True,13,Budget
IND_0531,Chennai,11,4,Light_Rain,Regular,23.1,13.62,1.2,16.34,True,6,Budget
IND_0532,Kolkata,15,4,Light_Rain,Eid,19.7,16.07,2.16,34.71,True,13,Regular
IND_0533,Delhi,10,5,Dusty,Diwali,20.2,24.25,2.16,52.38,False,12,Budget
IND_0534,Ahmedabad,12,1,Heavy_Rain,Holi,20.7,14.68,2.97,43.6,True,21,Regular
IND_0535,Bangalore,21,6,Clear,Regular,23.4,21.48,1.5,32.22,False,12,Budget
IND_0536,Delhi,14,2,Heavy_Rain,Regular,3.6,14.5,1.6500000000000001,23.93,False,18,Budget
IND_0537,Bangalore,18,7,Dusty,Regular,2.0,12.93,1.2,15.52,True,10,Regular
IND_0538,Ahmedabad,6,2,Dusty,Eid,8.9,17.33,1.8,31.19,True,16,Regular
IND_0539,Kolkata,2,5,Clear,Regular,24.7,13.06,1.0,13.06,True,5,Premium
IND_0540,Mumbai,22,5,Heavy_Rain,Diwali,21.8,40.97,3.5,143.39,True,25,Regular
IND_0541,Pune,12,4,Hot,Regular,6.9,12.29,1.3,15.98,True,9,Premium
IND_0542,Bangalore,9,7,Dusty,Holi,5.1,11.43,1.8,20.57,True,17,Regular
IND_0543,Bangalore,2,2,Dusty,Regular,11.6,19.12,1.1,21.03,True,9,Budget
IND_0544,Ahmedabad,12,3,Light_Rain,Holi,11.8,7.1,2.3760000000000003,16.87,True,12,Regular
IND_0545,Pune,17,5,Heavy_Rain,Diwali,24.5,19.79,2.7,53.43,False,21,Regular
IND_0546,Bangalore,23,6,Humid,Regular,24.6,25.58,2.0,51.16,True,13,Regular
IND_0547,Hyderabad,15,6,Dusty,Regular,24.1,9.33,1.0,9.33,True,12,Regular
IND_0548,Mumbai,15,4,Humid,Regular,15.2,24.95,1.0,24.95,True,11,Budget
IND_0549,Mumbai,22,5,Dusty,Eid,18.7,31.91,2.7,86.16,True,16,Regular
IND_0550,Chennai,23,5,Clear,Eid,13.1,10.16,2.7,27.43,False,14,Budget
IND_0551,Chennai,0,6,Clear,Regular,6.0,18.06,1.5,27.09,True,10,Budget
IND_0552,Hyderabad,15,2,Humid,Regular,2.8,24.73,1.0,24.73,True,12,Regular
IND_0553,Pune,12,2,Dusty,Regular,18.7,12.18,1.0,12.18,True,7,Regular
IND_0554,Mumbai,5,4,Hot,Regular,8.9,37.38,1.0,37.38,True,11,Budget
