ride_id,city,hour,day_of_week,weather,special_event,distance_km,base_fare,surge_multiplier,final_fare,ride_completed,wait_time_mins,customer_segment,real_temperature,real_humidity,real_aqi,monsoon_factor,festival_impact_score,real_traffic_index,is_peak_hour,is_weekend,is_late_night,weather_severity,city_encoded,segment_encoded,weather_encoded,revenue_per_request,churn_risk,ola_surge,price_difference_pct,switching_probability,market_share_risk
IND_0224,Chennai,17,5,Dusty,Diwali,6.1,22.46,1.8,40.43,True,13,Regular,24.837021082601453,76.81251774063755,195.95091013225414,1.0,2.0,0.5668303898860285,False,False,False,3,1,2,1,40.43,0,1.62,11.1,0.375,0.11249999999999999
IND_0225,Pune,2,3,Light_Rain,Regular,7.5,24.86,1.32,32.82,True,11,Budget,18.511804740044617,83.93191027501038,124.59907518987816,1.5,1.0,0.3376584995307489,False,False,False,4,3,0,5,32.82,0,1.25,5.3,0.48,0.144
IND_0226,Bangalore,22,6,Clear,Regular,19.1,16.92,1.5,25.38,True,14,Budget,20.55775532407008,88.45445304688553,282.16161088550086,1.5,1.0,0.4869827190931675,False,True,True,1,0,0,0,25.38,0,1.42,5.3,0.48,0.144
IND_0227,Pune,10,1,Dusty,Eid,20.0,17.56,1.8,31.61,True,16,Budget,22.893773011769312,83.10089685924883,166.54401389521598,1.5,1.7,0.6389736588200494,False,False,False,3,3,0,1,31.61,0,1.53,17.6,0.6,0.18
IND_0228,Pune,2,7,Humid,Eid,20.4,22.55,1.8,40.59,True,11,Regular,20.69681057997341,88.51531157047016,181.42423198721892,1.5,1.7,0.4705629825615767,False,True,False,2,3,2,4,40.59,0,1.53,17.6,0.375,0.11249999999999999
IND_0229,Bangalore,23,4,Heavy_Rain,Eid,4.5,10.1,3.5,35.35,False,26,Budget,19.435800728306887,92.92392901546157,265.5690471158876,1.5,1.7,0.6198471259274373,False,False,True,5,0,0,2,0.0,1,3.08,13.6,0.6,0.18
IND_0230,Pune,14,5,Humid,Regular,11.4,9.5,1.0,9.5,True,10,Regular,19.592124202102525,84.11994681377959,150.9039129688096,1.5,1.0,0.4418331780088761,False,False,False,2,3,2,4,9.5,0,0.95,5.3,0.3,0.09
IND_0231,Pune,0,3,Hot,Regular,19.9,22.77,2.5,56.92,True,19,Regular,21.9716691092741,83.33426213832523,75.07438905067042,1.5,1.0,0.41695421042698233,False,False,True,2,3,2,3,56.92,0,2.2,13.6,0.375,0.11249999999999999
IND_0232,Bangalore,21,4,Light_Rain,Holi,8.2,15.37,2.592,39.84,False,15,Budget,21.443384161609004,89.71850987906501,313.745165477158,1.5,1.8,0.532418452359076,False,False,False,4,0,0,5,0.0,1,2.07,25.0,0.8,0.24
IND_0234,Pune,10,7,Humid,Regular,20.5,15.26,1.2,18.31,True,12,Regular,21.131836434119936,94.09430927573754,137.76821575305007,1.5,1.0,0.6502980196146602,False,True,False,2,3,2,4,18.31,0,1.14,5.3,0.3,0.09
IND_0235,Bangalore,9,3,Humid,Regular,6.6,16.28,1.2,19.54,True,10,Regular,22.38636040933197,86.80434318817474,235.8563557055624,1.5,1.0,0.898397029184728,True,False,False,2,0,2,4,19.54,0,1.14,5.3,0.3,0.09
IND_0237,Bangalore,21,7,Humid,Diwali,23.9,19.23,3.5,67.31,False,21,Regular,21.602164091440176,80.52767699423262,304.9142407988412,1.5,2.0,0.5631474516568572,False,True,False,2,0,2,4,0.0,1,2.8,25.0,0.5,0.15
IND_0242,Bangalore,11,1,Hot,Diwali,8.8,28.41,1.8,51.14,True,16,Budget,20.96271660077985,96.56349984986136,229.97022190925594,1.5,2.0,0.6437457210154769,False,False,False,2,0,0,3,51.14,0,1.58,13.6,0.6,0.18
IND_0246,Pune,12,1,Dusty,Holi,6.7,23.29,1.8,41.92,True,15,Regular,21.474866137454928,79.9189380330141,137.65837950928668,1.5,1.8,0.35678378181202164,False,False,False,3,3,2,1,41.92,0,1.53,17.6,0.375,0.11249999999999999
IND_0250,Bangalore,17,2,Hot,Eid,5.2,16.29,1.98,32.25,True,16,Premium,18.969994140118416,91.02617354713259,282.8643734556884,1.5,1.7,1.0,False,False,False,2,0,1,3,32.25,0,1.74,13.6,0.15,0.045
IND_0252,Mumbai,7,3,Clear,Eid,7.2,23.66,1.98,46.85,True,15,Budget,21.917006316458533,83.07321131244791,324.2049194139382,1.5,1.7,0.6455960330306695,False,False,False,1,2,0,0,46.85,0,1.78,11.1,0.6,0.18
IND_0254,Pune,3,6,Dusty,Regular,7.7,25.62,1.0,25.62,True,8,Regular,24.036335918666694,90.1031417013646,177.92079691025225,1.5,1.0,0.4299708619838161,False,True,False,3,3,2,1,25.62,0,0.95,5.3,0.3,0.09
IND_0257,Chennai,16,6,Clear,Holi,24.1,21.36,1.8,38.45,True,15,Budget,27.55467727555413,70.05547267821302,150.43438178080913,1.0,1.8,0.5599210229341447,False,True,False,1,1,0,0,38.45,0,1.62,11.1,0.6,0.18
IND_0262,Mumbai,3,6,Hot,Diwali,4.9,40.73,1.98,80.65,True,17,Budget,23.41711690211565,84.7577866614386,197.38284675603,1.5,2.0,0.735206478071614,False,True,False,2,2,0,3,80.65,0,1.96,1.0,0.4,0.12
IND_0263,Bangalore,20,3,Light_Rain,Regular,23.5,15.48,2.4,37.15,True,13,Regular,22.931229456282157,94.73528187324395,277.3115757941272,1.5,1.0,0.8679870921388615,True,False,False,4,0,2,5,37.15,0,1.92,25.0,0.5,0.15
IND_0264,Bangalore,1,4,Dusty,Eid,18.7,25.1,3.5,87.85,True,21,Budget,19.808602809531735,86.93897048472041,261.75873482630243,1.5,1.7,0.7087694064360807,False,False,True,3,0,0,1,87.85,0,2.8,25.0,0.8,0.24
IND_0265,Bangalore,18,2,Humid,Regular,12.2,10.16,1.5,15.24,True,17,Budget,23.07100563945565,93.05213158245743,276.4222112836176,1.5,1.0,1.0,True,False,False,2,0,0,4,15.24,0,1.42,5.3,0.48,0.144
IND_0266,Bangalore,15,1,Light_Rain,Regular,4.1,26.12,1.2,31.34,True,13,Budget,17.956153076877676,89.89911673802213,248.10158771661693,1.5,1.0,0.5103426406291632,False,False,False,4,0,0,5,31.34,0,1.14,5.3,0.48,0.144
IND_0267,Bangalore,20,6,Light_Rain,Diwali,14.2,10.17,3.5,35.59,False,20,Budget,20.331400195395737,92.92151953350053,263.83647978324547,1.5,2.0,1.0,True,True,False,4,0,0,5,0.0,1,2.8,25.0,0.8,0.24
IND_0268,Pune,19,6,Hot,Regular,7.0,26.04,1.2,31.25,True,13,Budget,24.819899004806647,76.46613638922028,164.19897826918304,1.5,1.0,0.5215002006769873,True,True,False,2,3,0,3,31.25,0,1.25,-4.3,0.4,0.12
IND_0269,Pune,10,7,Light_Rain,Holi,8.4,10.6,3.24,34.34,True,20,Budget,20.457568224442262,90.21939987716166,177.97251025333145,1.5,1.8,0.6521107737359002,False,True,False,4,3,0,5,34.34,0,2.59,25.0,0.8,0.24
IND_0270,Mumbai,21,3,Light_Rain,Regular,16.0,20.66,1.7999999999999998,37.19,True,9,Premium,21.20273480924978,80.16237038294626,313.95899595116043,1.5,1.0,1.0,False,False,False,4,2,1,5,37.19,0,1.62,11.1,0.15,0.045
IND_0272,Pune,11,5,Dusty,Holi,19.5,27.13,1.8,48.83,False,9,Budget,17.774366746293605,93.08485213610408,167.9199497557199,1.5,1.8,0.47466791097367367,False,False,False,3,3,0,1,0.0,0,1.53,17.6,0.6,0.18
IND_0273,Mumbai,12,5,Heavy_Rain,Regular,18.4,38.01,1.65,62.72,True,13,Regular,20.63045655063288,75.36675487763489,316.84141782169814,1.5,1.0,0.5958711463340739,False,False,False,5,2,2,2,62.72,0,1.63,1.0,0.25,0.075
IND_0274,Bangalore,8,1,Heavy_Rain,Diwali,13.8,14.06,2.7,37.96,True,22,Regular,22.014167300896244,90.14388515964485,213.41506157710455,1.5,2.0,1.0,True,False,False,5,0,2,2,37.96,0,2.38,13.6,0.375,0.11249999999999999
IND_0276,Mumbai,9,6,Dusty,Regular,19.0,18.58,1.5,27.87,False,9,Budget,23.65755274449001,83.03962785748656,268.24300641638024,1.5,1.0,1.0,True,True,False,3,2,0,1,0.0,0,1.42,5.3,0.48,0.144
IND_0278,Pune,8,5,Clear,Eid,18.4,19.96,1.8,35.93,True,14,Budget,18.82787246079824,92.043718385781,159.18673942266383,1.5,1.7,0.6295628594100318,True,False,False,1,3,0,0,35.93,0,1.53,17.6,0.6,0.18
IND_0279,Bangalore,11,2,Heavy_Rain,Regular,4.4,21.48,1.5,32.22,True,16,Budget,22.142012212524293,82.14887396873388,293.642494315064,1.5,1.0,0.6064709345411955,False,False,False,5,0,0,2,32.22,0,1.57,-4.3,0.4,0.12
IND_0280,Mumbai,7,1,Hot,Eid,10.8,19.5,1.8,35.1,True,16,Regular,22.34157247488601,73.51018561150097,324.5154252100033,1.5,1.7,0.8233035739209078,False,False,False,2,2,2,3,35.1,0,1.78,1.0,0.25,0.075
IND_0281,Pune,7,3,Light_Rain,Regular,23.1,15.08,1.2,18.1,True,7,Regular,21.7089682949692,90.04949542723332,149.26419661181652,1.5,1.0,0.4789528466324942,False,False,False,4,3,2,5,18.1,0,1.14,5.3,0.3,0.09
IND_0282,Mumbai,5,2,Humid,Diwali,23.9,17.07,1.98,33.8,False,15,Budget,25.517028734162675,80.44867596179925,277.39029986453374,1.5,2.0,0.6856987095908517,False,False,False,2,2,0,4,0.0,0,1.78,11.1,0.6,0.18
IND_0285,Mumbai,10,1,Dusty,Regular,21.5,36.82,1.0,36.82,True,13,Budget,21.47626016017284,82.69921824440986,250.08897303034118,1.5,1.0,1.0,False,False,False,3,2,0,1,36.82,0,0.95,5.3,0.48,0.144
IND_0286,Mumbai,4,6,Heavy_Rain,Diwali,3.0,21.94,2.97,65.16,True,21,Premium,25.78745568822251,81.17499226791968,264.8783784908612,1.5,2.0,0.6277702562311211,False,True,False,5,2,1,2,65.16,0,2.61,13.6,0.15,0.045
IND_0288,Chennai,10,7,Hot,Regular,21.1,13.55,1.2,16.26,True,6,Budget,31.08993704225565,74.81437201855294,171.31195311051374,1.0,1.0,0.6955907865106253,False,True,False,2,1,0,3,16.26,0,1.25,-4.3,0.4,0.12
IND_0290,Chennai,3,1,Light_Rain,Regular,17.8,22.05,1.2,26.46,True,13,Budget,29.44855556546569,64.10798991164656,189.07556974482148,1.0,1.0,0.5543221891570941,False,False,False,4,1,0,5,26.46,0,1.14,5.3,0.48,0.144
IND_0293,Pune,11,6,Dusty,Regular,3.9,20.14,1.0,20.14,False,6,Premium,20.16061924266811,83.9876369473154,186.43560919422032,1.5,1.0,0.4540183793135339,False,True,False,3,3,1,1,0.0,0,0.95,5.3,0.12,0.036
IND_0294,Bangalore,2,7,Heavy_Rain,Diwali,3.0,19.22,2.7,51.89,True,20,Regular,17.999007964952124,88.18528637851121,292.4467738402998,1.5,2.0,0.5227111083770113,False,True,False,5,0,2,2,51.89,0,2.38,13.6,0.375,0.11249999999999999
IND_0300,Pune,11,7,Light_Rain,Holi,7.4,15.04,2.16,32.49,True,10,Regular,19.534478172028283,90.49016468445251,132.43116045158,1.5,1.8,0.3731630713362572,False,True,False,4,3,2,5,32.49,0,1.73,25.0,0.5,0.15
IND_0301,Bangalore,18,2,Hot,Regular,9.1,19.81,1.2,23.77,True,13,Budget,21.580764362453397,85.37116849355948,279.1589747940115,1.5,1.0,1.0,True,False,False,2,0,0,3,23.77,0,1.25,-4.3,0.4,0.12
IND_0303,Bangalore,3,7,Humid,Regular,10.4,11.45,1.1,12.6,True,8,Budget,17.275565014806837,93.1430920261746,313.6386334535937,1.5,1.0,0.5999380994523106,False,True,False,2,0,0,4,12.6,0,1.04,5.3,0.48,0.144
IND_0304,Bangalore,23,4,Dusty,Regular,16.9,13.48,2.5,33.7,True,18,Regular,21.229545385623904,79.3170980842507,265.26474924495017,1.5,1.0,0.510953244910438,False,False,True,3,0,2,1,33.7,0,2.0,25.0,0.5,0.15
IND_0306,Pune,18,1,Light_Rain,Regular,9.3,24.37,2.4,58.49,True,17,Premium,23.13131059795226,91.30945646151534,158.4764866537065,1.5,1.0,0.698849041566991,True,False,False,4,3,1,5,58.49,0,1.92,25.0,0.2,0.06
IND_0308,Chennai,3,6,Clear,Diwali,10.9,20.45,1.8,36.81,True,12,Budget,26.68191243502674,71.54999994984327,156.2937081178883,1.0,2.0,0.49704514998402805,False,True,False,1,1,0,0,36.81,0,1.62,11.1,0.6,0.18
IND_0312,Chennai,21,3,Heavy_Rain,Holi,4.2,14.68,3.5,51.38,True,21,Budget,31.561871960501982,70.58548690479695,186.68201368188372,1.0,1.8,1.0,False,False,False,5,1,0,2,51.38,0,3.08,13.6,0.6,0.18
IND_0313,Chennai,21,6,Humid,Regular,6.6,8.44,1.2,10.13,True,14,Budget,27.56068034069976,74.28670792098849,155.07649143323994,1.0,1.0,0.7575185730271129,False,True,False,2,1,0,4,10.13,0,1.14,5.3,0.48,0.144
IND_0315,Pune,11,2,Hot,Diwali,8.1,17.84,1.8,32.11,True,13,Budget,21.71686879500862,76.88095201457718,173.64422360061326,1.5,2.0,0.3524295976128873,False,False,False,2,3,0,3,32.11,0,1.68,7.0,0.48,0.144
IND_0317,Pune,17,6,Hot,Regular,22.3,18.05,1.0,18.05,True,12,Budget,21.611173596774435,87.96084372732959,146.02255979387658,1.5,1.0,0.44909286218993255,False,True,False,2,3,0,3,18.05,0,1.04,-4.3,0.4,0.12
IND_0318,Bangalore,3,7,Hot,Holi,23.8,13.34,1.8,24.01,True,9,Budget,16.473125843476915,88.74936738259208,315.25405473269257,1.5,1.8,0.6752426833683008,False,True,False,2,0,0,3,24.01,0,1.58,13.6,0.6,0.18
IND_0319,Pune,6,7,Dusty,Holi,21.2,13.9,1.8,25.02,False,13,Regular,23.002701750585956,83.87886713622319,138.83587213637188,1.5,1.8,0.4487011579215837,False,True,False,3,3,2,1,0.0,0,1.53,17.6,0.375,0.11249999999999999
IND_0320,Chennai,16,4,Clear,Regular,18.1,17.99,1.1,19.79,True,7,Regular,26.80770216266742,70.06988970847277,156.64641921103387,1.0,1.0,0.5850746333485366,False,False,False,1,1,2,0,19.79,0,1.04,5.3,0.3,0.09
IND_0323,Mumbai,23,4,Heavy_Rain,Eid,2.5,39.52,3.5,138.32,True,27,Premium,25.747336179613484,77.76457107531265,275.71367452615294,1.5,1.7,0.6184568606593104,False,False,True,5,2,1,2,138.32,0,3.08,13.6,0.15,0.045
IND_0325,Pune,23,4,Humid,Regular,10.6,10.07,1.5,15.11,False,13,Budget,20.664017595318374,90.04631291375317,78.99252708386486,1.5,1.0,0.4228460206580307,False,False,True,2,3,0,4,0.0,0,1.42,5.3,0.48,0.144
IND_0326,Mumbai,5,2,Light_Rain,Regular,3.3,15.99,1.2,19.19,True,11,Budget,24.99065938978129,83.98352657491483,281.75271029830077,1.5,1.0,0.813816390597956,False,False,False,4,2,0,5,19.19,0,1.14,5.3,0.48,0.144
IND_0331,Pune,11,4,Heavy_Rain,Holi,12.7,21.87,2.97,64.95,True,18,Premium,19.940642265862902,83.49429819396138,139.79725334878185,1.5,1.8,0.36879329086532125,False,False,False,5,3,1,2,64.95,0,2.61,13.6,0.15,0.045
IND_0333,Chennai,8,6,Dusty,Regular,8.9,10.55,1.0,10.55,True,13,Regular,27.45965522680773,68.16766968963468,204.32219906512927,1.0,1.0,0.9875887244395153,True,True,False,3,1,2,1,10.55,0,0.95,5.3,0.3,0.09
IND_0334,Pune,21,3,Dusty,Holi,18.6,21.45,2.7,57.91,False,15,Budget,20.724065936949845,100.13520778756006,127.13646071079256,1.5,1.8,0.36677558404244986,False,False,False,3,3,0,1,0.0,1,2.16,25.0,0.8,0.24
IND_0336,Bangalore,21,5,Light_Rain,Eid,4.2,12.56,3.24,40.69,True,18,Premium,22.579285215921217,95.52701532706651,313.7209104024774,1.5,1.7,0.4982978577101649,False,False,False,4,0,1,5,40.69,0,2.59,25.0,0.2,0.06
IND_0339,Chennai,13,1,Light_Rain,Holi,24.8,13.83,2.3760000000000003,32.86,False,17,Budget,25.133309946848648,58.500424527916266,180.47581353761285,1.0,1.8,0.4331764850238309,False,False,False,4,1,0,5,0.0,1,1.9,25.0,0.8,0.24
IND_0343,Pune,16,5,Heavy_Rain,Holi,3.5,9.87,2.7,26.65,True,21,Regular,22.378069816718114,80.3551980792218,112.64933880376063,1.5,1.8,0.34317970652755714,False,False,False,5,3,2,2,26.65,0,2.38,13.6,0.375,0.11249999999999999
IND_0344,Pune,21,2,Heavy_Rain,Regular,10.3,12.58,2.25,28.3,False,17,Premium,22.26666381273864,88.78142443298138,88.57340756714389,1.5,1.0,0.3589791940323766,False,False,False,5,3,1,2,0.0,1,1.98,13.6,0.15,0.045
IND_0345,Mumbai,18,5,Light_Rain,Diwali,10.4,34.52,2.592,89.48,True,18,Regular,21.05248655786588,83.12438566104073,264.4372713207784,1.5,2.0,1.0,True,False,False,4,2,2,5,89.48,0,2.07,25.0,0.5,0.15
IND_0346,Mumbai,19,1,Dusty,Diwali,17.0,15.59,3.5,54.56,False,21,Budget,23.438281548079804,81.4166430813312,268.7612255512518,1.5,2.0,1.0,True,False,False,3,2,0,1,0.0,1,2.8,25.0,0.8,0.24
IND_0347,Bangalore,6,6,Dusty,Regular,2.2,18.42,1.0,18.42,True,7,Regular,17.11566156057208,82.45833614945172,258.0128349432035,1.5,1.0,0.5780504316362415,False,True,False,3,0,2,1,18.42,0,0.95,5.3,0.3,0.09
IND_0348,Bangalore,13,7,Clear,Regular,18.5,12.35,1.0,12.35,True,9,Regular,19.004566364966607,83.15789508895902,289.0738509436334,1.5,1.0,0.5496259768761521,False,True,False,1,0,2,0,12.35,0,0.95,5.3,0.3,0.09
IND_0349,Chennai,16,2,Heavy_Rain,Regular,11.4,10.73,1.65,17.7,False,18,Budget,27.343674714333304,65.16732634918196,200.7680975647475,1.0,1.0,0.4275124198369146,False,False,False,5,1,0,2,0.0,0,1.63,1.0,0.4,0.12
IND_0350,Mumbai,21,1,Clear,Regular,15.2,29.82,1.2,35.78,True,6,Regular,24.92247266844245,78.39007633657003,288.1574558969209,1.5,1.0,1.0,False,False,False,1,2,2,0,35.78,0,1.14,5.3,0.3,0.09
IND_0351,Chennai,20,2,Hot,Eid,8.1,8.85,2.16,19.12,True,18,Budget,26.7736101697087,73.48160934106956,151.5456537839592,1.0,1.7,1.0,True,False,False,2,1,0,3,19.12,0,1.9,13.6,0.6,0.18
IND_0352,Pune,23,1,Clear,Regular,19.4,9.87,1.5,14.8,True,8,Budget,23.001564689845466,86.8307481695835,102.0221352021967,1.5,1.0,0.3452061742293408,False,False,True,1,3,0,0,14.8,0,1.42,5.3,0.48,0.144
IND_0358,Bangalore,17,5,Clear,Diwali,16.8,13.14,1.98,26.02,True,16,Budget,18.08960164075421,95.29190830536226,263.9135265213242,1.5,2.0,1.0,False,False,False,1,0,0,0,26.02,0,1.58,25.0,0.8,0.24
IND_0361,Mumbai,2,7,Humid,Regular,16.7,41.7,1.0,41.7,True,9,Budget,23.985938524672545,86.96429062524085,293.7713240572676,1.5,1.0,0.7994404405780344,False,True,False,2,2,0,4,41.7,0,0.95,5.3,0.48,0.144
IND_0362,Mumbai,7,7,Hot,Eid,14.9,33.59,1.98,66.51,False,12,Budget,24.25980861267639,82.12747147638285,271.0223448950085,1.5,1.7,0.6629363909465202,False,True,False,2,2,0,3,0.0,0,1.96,1.0,0.4,0.12
IND_0364,Bangalore,22,6,Dusty,Regular,4.5,22.22,1.5,33.33,False,14,Budget,17.755002014998286,90.85534819638961,322.5748302084017,1.5,1.0,0.5295041158011007,False,True,True,3,0,0,1,0.0,0,1.42,5.3,0.48,0.144
IND_0366,Bangalore,15,1,Humid,Regular,3.1,28.71,1.1,31.58,True,12,Premium,16.00064635075028,90.73125662854088,283.891519615924,1.5,1.0,0.5245361247828315,False,False,False,2,0,1,4,31.58,0,1.04,5.3,0.12,0.036
IND_0367,Bangalore,23,7,Light_Rain,Diwali,10.9,22.01,3.5,77.04,True,18,Premium,20.436760466723282,83.98562650884912,260.5829063631011,1.5,2.0,0.60792761476755,False,True,True,4,0,1,5,77.04,0,2.8,25.0,0.2,0.06
IND_0370,Bangalore,16,5,Dusty,Regular,9.4,12.31,1.0,12.31,True,10,Premium,19.180095840239066,98.14553334015994,293.2489228222997,1.5,1.0,0.5238343269199753,False,False,False,3,0,1,1,12.31,0,0.95,5.3,0.12,0.036
IND_0371,Chennai,13,7,Clear,Regular,4.4,14.47,1.0,14.47,True,7,Regular,29.524428653525657,72.11376990431454,164.55328040156488,1.0,1.0,0.5976012803632054,False,True,False,1,1,2,0,14.47,0,0.95,5.3,0.3,0.09
IND_0372,Bangalore,9,6,Heavy_Rain,Holi,21.3,23.81,3.24,77.14,False,25,Budget,15.200912610059518,90.00048619456761,278.6762740565058,1.5,1.8,1.0,True,True,False,5,0,0,2,0.0,1,2.85,13.6,0.6,0.18
IND_0376,Bangalore,5,6,Humid,Diwali,10.7,18.57,1.8,33.43,True,13,Budget,18.78748294053095,92.79926000581266,339.27840011092724,1.5,2.0,0.587997218137997,False,True,False,2,0,0,4,33.43,0,1.44,25.0,0.8,0.24
IND_0377,Bangalore,1,2,Heavy_Rain,Regular,3.2,28.65,3.5,100.27,True,22,Regular,18.404009190050413,97.85017486438176,272.3191294403304,1.5,1.0,0.5084281542357604,False,False,True,5,0,2,2,100.27,0,3.08,13.6,0.375,0.11249999999999999
IND_0379,Pune,2,3,Light_Rain,Holi,17.3,15.29,2.16,33.03,True,16,Regular,20.384764145416916,87.61789770180043,141.11154940597885,1.5,1.8,0.42791418862668523,False,False,False,4,3,2,5,33.03,0,1.73,25.0,0.5,0.15
IND_0380,Mumbai,3,6,Heavy_Rain,Regular,7.5,34.27,1.5,51.41,True,17,Budget,22.208350061126193,81.04464156042575,291.97842806370033,1.5,1.0,0.7119470823359206,False,True,False,5,2,0,2,51.41,0,1.57,-4.3,0.4,0.12
IND_0382,Chennai,20,2,Heavy_Rain,Regular,3.9,9.63,3.0,28.89,True,25,Budget,30.274220466373144,58.85938396264666,107.23197132211877,1.0,1.0,0.9725557907576022,True,False,False,5,1,0,2,28.89,0,2.64,13.6,0.6,0.18
IND_0384,Bangalore,0,4,Dusty,Eid,2.9,11.46,2.7,30.94,True,16,Regular,20.326326468146235,83.745031849959,265.59474761971524,1.5,1.7,0.6492615705925414,False,False,True,3,0,2,1,30.94,0,2.16,25.0,0.5,0.15
IND_0388,Chennai,20,2,Heavy_Rain,Regular,22.4,24.41,3.0,73.23,True,28,Budget,28.37473264026025,65.37024283720768,145.17145458599316,1.0,1.0,0.9506795996336241,True,False,False,5,1,0,2,73.23,0,2.64,13.6,0.6,0.18
IND_0389,Bangalore,3,1,Clear,Regular,15.7,20.74,1.0,20.74,True,11,Premium,17.696043978331726,92.41868775010771,305.4473741796889,1.5,1.0,0.6124391518196407,False,False,False,1,0,1,0,20.74,0,0.95,5.3,0.12,0.036
IND_0390,Pune,20,7,Humid,Holi,5.7,13.19,2.7,35.61,False,15,Regular,17.143490279141602,82.56828134979816,160.79342070422123,1.5,1.8,0.6299203690570587,True,True,False,2,3,2,4,0.0,1,2.16,25.0,0.5,0.15
IND_0391,Mumbai,17,4,Dusty,Regular,3.7,35.15,1.0,35.15,True,11,Budget,24.696285535086297,87.09542964950595,292.67714670981803,1.5,1.0,0.6824997884970039,False,False,False,3,2,0,1,35.15,0,0.95,5.3,0.48,0.144
IND_0393,Chennai,22,5,Light_Rain,Regular,15.0,21.73,2.4,52.15,False,13,Regular,28.824680264838296,74.68349029030678,221.4653359759106,1.0,1.0,0.4500174533315428,False,False,True,4,1,2,5,0.0,1,1.92,25.0,0.5,0.15
IND_0394,Pune,8,7,Heavy_Rain,Holi,17.6,15.3,3.24,49.57,True,24,Budget,20.985239550307828,92.99127937080029,153.49779115872576,1.5,1.8,0.49063171729424854,True,True,False,5,3,0,2,49.57,0,2.85,13.6,0.6,0.18
IND_0395,Bangalore,20,5,Clear,Regular,8.5,26.53,2.0,53.06,False,17,Regular,17.046466001013364,80.8442058697433,263.02664434320224,1.5,1.0,0.9091888367443698,True,False,False,1,0,2,0,0.0,1,1.6,25.0,0.5,0.15
IND_0398,Pune,11,5,Clear,Regular,7.5,27.32,1.0,27.32,True,6,Budget,21.725979961608605,85.49021752118225,111.21481182049655,1.5,1.0,0.41315042315869566,False,False,False,1,3,0,0,27.32,0,0.95,5.3,0.48,0.144
IND_0399,Bangalore,23,6,Hot,Eid,2.9,25.23,2.7,68.12,False,15,Budget,20.081605246480986,87.03411248228281,319.15157493435186,1.5,1.7,0.6284787660833576,False,True,True,2,0,0,3,0.0,1,2.38,13.6,0.6,0.18
IND_0401,Chennai,18,5,Humid,Holi,10.7,14.43,3.5,50.5,True,24,Regular,29.024405841677858,72.77305126013655,196.86067936210117,1.0,1.8,0.9472733592119241,True,False,False,2,1,2,4,50.5,0,2.8,25.0,0.5,0.15
IND_0402,Pune,7,5,Hot,Eid,20.8,15.56,1.98,30.81,True,9,Premium,19.968252478979515,77.50777849795253,134.20840160316254,1.5,1.7,0.4796312344534937,False,False,False,2,3,1,3,30.81,0,1.85,7.0,0.12,0.036
IND_0404,Pune,10,6,Clear,Regular,17.5,18.1,1.5,27.15,True,14,Budget,20.901537005225595,88.16871281373062,108.58457238011863,1.5,1.0,0.5213713469202415,False,True,False,1,3,0,0,27.15,0,1.42,5.3,0.48,0.144
IND_0405,Mumbai,4,5,Humid,Holi,5.1,30.38,1.8,54.68,False,10,Budget,21.257109608071726,78.54545180170697,275.1772265342113,1.5,1.8,0.7120430205656875,False,False,False,2,2,0,4,0.0,0,1.62,11.1,0.6,0.18
IND_0406,Mumbai,23,6,Dusty,Regular,8.5,17.57,2.0,35.14,False,13,Budget,22.020984233222514,83.77588159140804,261.5373742060623,1.5,1.0,0.6322147351404696,False,True,True,3,2,0,1,0.0,1,1.8,11.1,0.6,0.18
IND_0407,Pune,19,2,Humid,Regular,19.7,20.84,2.0,41.68,False,17,Budget,18.954078244091253,89.58124127591363,109.02966352730661,1.5,1.0,0.6873893756597852,True,False,False,2,3,0,4,0.0,1,1.7,17.6,0.6,0.18
IND_0409,Mumbai,17,5,Clear,Diwali,13.1,18.91,1.8,34.04,True,14,Regular,21.060006804992188,84.81600807341124,288.86739291670983,1.5,2.0,0.8138214444092262,False,False,False,1,2,2,0,34.04,0,1.62,11.1,0.375,0.11249999999999999
IND_0410,Pune,11,7,Clear,Regular,14.2,13.36,1.1,14.7,True,8,Regular,21.77904908486001,83.42560345058709,137.36575248457603,1.5,1.0,0.40677739062522034,False,True,False,1,3,2,0,14.7,0,1.04,5.3,0.3,0.09
IND_0414,Pune,6,4,Humid,Regular,14.8,12.4,1.1,13.64,True,8,Budget,24.915500783030637,84.99762870040811,164.67819914163758,1.5,1.0,0.4009992213201846,False,False,False,2,3,0,4,13.64,0,1.04,5.3,0.48,0.144
IND_0415,Pune,23,2,Dusty,Diwali,19.2,17.49,3.5,61.21,True,16,Regular,23.941561872439227,86.26912681113,161.05164664053487,1.5,2.0,0.43229851596304353,False,False,True,3,3,2,1,61.21,0,2.8,25.0,0.5,0.15
IND_0417,Pune,2,1,Heavy_Rain,Holi,10.5,20.57,2.97,61.09,True,21,Regular,20.642753873581036,90.01195339286028,155.69598876239434,1.5,1.8,0.4371076650373599,False,False,False,5,3,2,2,61.09,0,2.61,13.6,0.375,0.11249999999999999
IND_0418,Chennai,22,5,Clear,Regular,20.9,18.88,2.0,37.76,False,16,Premium,26.908266054145173,78.96306818491921,206.93611568115466,1.0,1.0,0.5639481043050271,False,False,True,1,1,1,0,0.0,1,1.8,11.1,0.15,0.045
