ride_id,city,hour,day_of_week,weather,special_event,distance_km,base_fare,driver_supply,customer_segment,surge_multiplier,final_fare,ride_completed,wait_time_mins
IND_00263,Hyderabad,13,6,Dusty,Diwali,2.3,11.66,31,Budget,1.71,45.86,1,19
IND_00264,Ahmedabad,17,2,Light_Rain,Regular,1.0,10.71,14,Regular,1.45,15.53,1,20
IND_00265,Chennai,20,4,Dusty,Holi,3.0,20.37,20,Budget,2.11,128.94,1,21
IND_00266,Hyderabad,15,7,Dusty,Diwali,2.0,14.16,24,Budget,1.7,48.14,1,20
IND_00267,Chennai,19,7,Heavy_Rain,Diwali,2.0,22.03,25,Premium,1.71,75.34,1,19
IND_00268,Kolkata,9,2,Dusty,Diwali,2.4,15.37,50,Budget,2.13,78.57,0,18
IND_00269,Mumbai,17,3,Heavy_Rain,Eid,1.7,16.36,16,Budget,1.56,43.39,1,21
IND_00270,Bangalore,21,6,Heavy_Rain,Holi,10.8,22.13,30,Premium,1.72,411.09,1,19
IND_00271,Chennai,13,3,Dusty,Eid,1.3,18.09,31,Regular,2.0,47.03,1,21
IND_00272,Kolkata,11,4,Heavy_Rain,Holi,2.7,11.97,41,Regular,1.56,50.42,0,18
IND_00273,Ahmedabad,17,7,Light_Rain,Regular,1.9,10.45,19,Regular,1.46,28.99,1,20
IND_00274,Pune,19,5,Heavy_Rain,Diwali,6.3,11.81,16,Regular,2.22,165.17,1,22
IND_00275,Ahmedabad,13,7,Heavy_Rain,Holi,1.5,11.08,29,Regular,2.17,36.07,1,21
IND_00276,Ahmedabad,14,4,Heavy_Rain,Eid,16.0,18.35,21,Budget,2.21,648.86,1,22
IND_00277,Ahmedabad,18,4,Dusty,Diwali,1.2,13.83,10,Budget,1.6,26.55,0,23
IND_00278,Kolkata,10,6,Dusty,Eid,1.6,17.14,37,Budget,1.85,50.73,0,18
IND_00279,Chennai,11,2,Dusty,Holi,2.7,11.82,36,Regular,3.2,102.12,1,26
IND_00280,Kolkata,12,4,Dusty,Holi,1.0,15.41,38,Budget,1.8,27.74,0,19
IND_00281,Pune,15,2,Heavy_Rain,Holi,4.0,24.55,12,Budget,2.39,234.7,0,23
IND_00282,Ahmedabad,15,7,Dusty,Diwali,1.1,15.53,27,Budget,1.96,33.48,0,21
IND_00283,Chennai,17,3,Heavy_Rain,Diwali,2.6,10.33,17,Budget,1.61,43.24,0,21
IND_00284,Hyderabad,21,4,Dusty,Holi,3.3,8.89,23,Regular,1.91,56.03,1,19
IND_00285,Bangalore,12,3,Light_Rain,Regular,1.1,10.1,36,Budget,1.48,16.44,1,17
IND_00286,Hyderabad,15,6,Dusty,Holi,23.2,20.85,11,Budget,1.77,856.18,1,20
IND_00287,Delhi,17,3,Heavy_Rain,Eid,2.3,27.0,10,Regular,2.45,152.15,1,25
IND_00288,Bangalore,15,2,Light_Rain,Regular,1.0,18.36,11,Premium,1.47,26.99,1,19
IND_00289,Pune,9,4,Heavy_Rain,Eid,7.5,23.97,43,Premium,1.95,350.56,1,18
IND_00290,Mumbai,8,3,Clear,Regular,1.0,23.95,48,Premium,1.16,27.78,1,13
IND_00291,Ahmedabad,16,1,Heavy_Rain,Eid,2.3,18.56,20,Budget,1.6,68.3,1,19
IND_00292,Kolkata,12,2,Dusty,Eid,2.0,9.44,26,Budget,2.74,51.73,0,24
IND_00293,Kolkata,2,3,Heavy_Rain,Diwali,1.5,18.86,95,Regular,1.61,45.55,1,10
IND_00294,Pune,15,2,Heavy_Rain,Holi,25.2,18.79,15,Regular,2.04,965.96,1,22
IND_00295,Ahmedabad,12,2,Heavy_Rain,Diwali,8.9,11.21,28,Budget,2.29,228.47,0,21
IND_00296,Chennai,15,4,Dusty,Eid,21.2,24.22,10,Regular,1.94,996.12,1,21
IND_00297,Kolkata,17,4,Heavy_Rain,Eid,2.6,17.39,10,Budget,2.4,108.51,0,25
IND_00298,Chennai,23,4,Dusty,Holi,8.3,19.73,51,Regular,1.85,302.95,1,16
IND_00299,Ahmedabad,19,2,Dusty,Holi,3.2,8.99,28,Regular,2.15,61.85,1,22
IND_00300,Hyderabad,23,6,Heavy_Rain,Eid,8.2,20.95,55,Budget,2.3,395.12,0,18
IND_00301,Delhi,23,5,Light_Rain,Regular,1.4,13.42,48,Regular,1.35,25.36,1,13
IND_00302,Ahmedabad,11,5,Light_Rain,Regular,1.3,8.51,36,Regular,1.43,15.82,1,17
IND_00303,Ahmedabad,23,7,Dusty,Diwali,42.0,17.51,58,Regular,1.72,1264.92,1,15
IND_00304,Ahmedabad,1,6,Dusty,Eid,1.8,15.75,75,Budget,1.52,43.09,1,11
IND_00305,Hyderabad,17,6,Clear,Regular,1.0,17.83,10,Budget,1.16,20.68,1,19
IND_00306,Mumbai,17,5,Heavy_Rain,Holi,8.9,43.04,14,Budget,1.8,689.5,0,22
IND_00307,Bangalore,8,3,Dusty,Holi,3.0,25.32,50,Premium,2.1,159.52,1,18
IND_00308,Pune,19,4,Heavy_Rain,Eid,2.2,16.14,16,Premium,1.86,66.04,1,20
IND_00309,Pune,16,3,Heavy_Rain,Diwali,2.8,19.05,23,Regular,2.85,152.02,1,25
IND_00310,Pune,18,2,Heavy_Rain,Diwali,2.0,19.11,10,Budget,1.56,59.62,0,22
IND_00311,Delhi,21,2,Dusty,Eid,6.4,12.74,20,Regular,2.01,163.89,1,20
IND_00312,Delhi,7,5,Heavy_Rain,Holi,3.2,14.32,55,Regular,1.75,80.19,1,14
IND_00313,Mumbai,19,5,Heavy_Rain,Eid,1.9,27.07,14,Budget,1.72,88.46,0,20
IND_00314,Chennai,11,2,Dusty,Eid,3.3,11.98,31,Regular,2.7,106.74,1,23
IND_00315,Bangalore,14,3,Heavy_Rain,Holi,1.9,29.71,16,Budget,2.24,126.45,1,22
IND_00316,Bangalore,14,4,Dusty,Eid,1.0,22.52,26,Budget,3.5,78.82,1,28
IND_00317,Pune,14,3,Dusty,Eid,2.7,23.93,19,Budget,2.01,129.87,0,21
IND_00318,Bangalore,5,3,Dusty,Diwali,4.0,25.09,90,Regular,1.62,162.58,1,9
IND_00319,Bangalore,18,2,Heavy_Rain,Eid,5.3,26.12,10,Budget,1.99,275.49,1,24
IND_00320,Bangalore,16,4,Dusty,Diwali,11.8,17.77,16,Budget,2.03,425.66,1,21
IND_00321,Kolkata,10,6,Heavy_Rain,Diwali,7.4,8.39,49,Budget,2.31,143.42,1,20
IND_00322,Delhi,7,5,Heavy_Rain,Holi,2.9,16.33,64,Budget,1.94,91.87,0,14
IND_00323,Mumbai,23,4,Heavy_Rain,Eid,1.6,21.35,59,Budget,1.6,54.66,1,14
IND_00324,Hyderabad,22,5,Heavy_Rain,Eid,2.5,14.74,35,Budget,1.52,56.01,0,17
IND_00325,Kolkata,19,4,Dusty,Eid,13.2,11.63,27,Premium,1.96,300.89,1,21
IND_00326,Ahmedabad,12,3,Dusty,Diwali,1.6,16.9,34,Budget,1.6,43.26,0,18
IND_00327,Hyderabad,18,2,Heavy_Rain,Holi,35.5,20.6,10,Regular,3.5,2559.55,1,32
IND_00328,Pune,13,2,Heavy_Rain,Holi,3.1,14.61,34,Budget,1.88,85.15,1,20
IND_00329,Ahmedabad,23,6,Dusty,Holi,2.1,14.16,59,Regular,1.52,45.2,1,14
IND_00330,Ahmedabad,16,6,Hot,Regular,1.7,12.99,31,Budget,1.26,27.82,1,17
IND_00331,Mumbai,14,3,Heavy_Rain,Eid,4.5,30.72,15,Budget,1.89,261.27,0,20
IND_00332,Hyderabad,15,3,Heavy_Rain,Diwali,2.5,9.16,24,Budget,2.0,45.8,0,21
IND_00333,Ahmedabad,0,6,Heavy_Rain,Diwali,3.4,15.57,71,Regular,2.26,119.64,0,15
IND_00334,Chennai,14,2,Dusty,Diwali,1.6,17.11,28,Regular,2.14,58.58,1,21
IND_00335,Bangalore,17,4,Heavy_Rain,Eid,1.8,12.14,10,Budget,1.79,39.12,1,22
IND_00336,Chennai,20,6,Dusty,Holi,2.0,21.86,31,Budget,1.81,79.13,0,19
IND_00337,Hyderabad,21,2,Heavy_Rain,Holi,1.0,24.83,22,Regular,1.89,46.93,1,19
IND_00338,Mumbai,7,5,Hot,Regular,1.3,17.81,69,Budget,1.41,32.65,1,12
IND_00339,Mumbai,15,4,Heavy_Rain,Holi,4.6,36.09,30,Regular,2.26,375.19,1,23
IND_00340,Delhi,14,2,Heavy_Rain,Diwali,8.5,32.58,33,Budget,1.97,545.55,0,20
IND_00341,Mumbai,13,5,Dusty,Eid,1.0,42.72,17,Regular,1.62,69.21,1,19
IND_00342,Kolkata,21,3,Heavy_Rain,Eid,1.6,7.23,32,Budget,1.57,18.16,1,18
IND_00343,Chennai,5,7,Heavy_Rain,Eid,2.0,10.76,93,Regular,1.58,34.0,1,9
IND_00344,Kolkata,8,5,Light_Rain,Regular,2.4,12.76,40,Regular,1.45,44.4,1,14
IND_00345,Kolkata,9,5,Dusty,Diwali,1.0,7.81,44,Regular,3.5,27.33,1,25
IND_00346,Pune,23,3,Dusty,Diwali,6.0,27.41,58,Regular,1.84,302.61,1,16
IND_00347,Kolkata,11,7,Dusty,Holi,2.8,15.3,39,Budget,2.18,93.39,1,21
IND_00348,Delhi,1,6,Dusty,Diwali,1.0,29.76,69,Regular,1.51,44.94,1,10
IND_00349,Pune,22,5,Heavy_Rain,Eid,6.4,22.52,37,Budget,2.13,306.99,0,20
IND_00350,Mumbai,10,5,Dusty,Holi,4.2,43.29,33,Regular,2.1,381.82,1,19
IND_00351,Bangalore,19,6,Dusty,Diwali,1.0,18.62,24,Budget,3.5,65.17,1,28
IND_00352,Kolkata,15,5,Heavy_Rain,Holi,2.1,19.96,12,Budget,1.91,80.06,1,21
IND_00353,Hyderabad,9,2,Heavy_Rain,Eid,4.3,17.72,38,Budget,2.37,180.58,0,20
IND_00354,Chennai,17,1,Heavy_Rain,Diwali,2.2,16.38,14,Budget,2.22,80.0,0,24
IND_00355,Delhi,17,4,Heavy_Rain,Eid,2.5,20.31,20,Regular,2.46,124.91,1,25
IND_00356,Ahmedabad,7,1,Dusty,Diwali,2.6,8.39,64,Premium,1.61,35.12,1,13
IND_00357,Pune,13,6,Hot,Regular,1.9,24.28,29,Budget,1.33,61.36,1,17
IND_00358,Bangalore,14,5,Heavy_Rain,Holi,28.9,16.01,27,Budget,1.84,851.35,1,20
IND_00359,Chennai,12,2,Dusty,Eid,6.8,20.49,31,Regular,3.21,447.26,1,26
IND_00360,Pune,15,1,Heavy_Rain,Eid,2.4,15.94,15,Premium,1.67,63.89,1,20
IND_00361,Mumbai,19,4,Dusty,Eid,3.1,43.59,22,Budget,1.78,240.53,1,20
IND_00362,Delhi,15,5,Dusty,Eid,2.1,30.84,30,Budget,1.67,108.16,0,20
IND_00363,Chennai,5,5,Dusty,Holi,19.0,19.2,100,Budget,1.71,623.81,0,9
IND_00364,Pune,13,3,Dusty,Eid,3.9,19.15,27,Budget,2.34,174.76,1,22
IND_00365,Delhi,15,2,Heavy_Rain,Eid,1.0,14.52,15,Regular,1.53,22.22,1,19
IND_00366,Mumbai,14,5,Hot,Regular,1.0,31.9,25,Premium,1.33,42.43,1,17
IND_00367,Pune,18,6,Heavy_Rain,Holi,1.8,11.01,10,Budget,2.03,40.23,1,25
IND_00368,Hyderabad,14,2,Dusty,Holi,1.8,15.58,33,Regular,1.78,49.92,1,20
IND_00369,Bangalore,11,4,Heavy_Rain,Holi,13.2,16.9,34,Budget,1.73,385.93,1,18
IND_00370,Delhi,12,5,Heavy_Rain,Holi,3.6,14.67,35,Budget,2.26,119.36,1,21
IND_00371,Ahmedabad,8,5,Light_Rain,Regular,1.1,11.53,52,Budget,1.34,17.0,1,14
IND_00372,Chennai,15,4,Heavy_Rain,Diwali,1.5,8.76,30,Regular,2.37,31.14,1,23
IND_00373,Bangalore,23,5,Heavy_Rain,Eid,1.9,28.6,49,Budget,1.61,87.49,0,14
IND_00374,Pune,10,3,Light_Rain,Regular,1.6,27.21,50,Regular,1.3,56.6,1,15
IND_00375,Pune,1,7,Heavy_Rain,Holi,5.8,16.52,79,Regular,2.15,206.0,0,14
IND_00376,Hyderabad,9,6,Heavy_Rain,Eid,6.4,11.5,51,Budget,2.0,147.2,0,18
IND_00377,Kolkata,13,3,Heavy_Rain,Holi,31.2,9.96,31,Regular,1.67,518.96,1,19
IND_00378,Kolkata,18,7,Dusty,Eid,4.2,15.95,10,Budget,2.22,148.72,1,26
IND_00379,Bangalore,12,6,Dusty,Eid,1.8,26.27,25,Regular,2.19,103.56,1,21
IND_00380,Hyderabad,3,7,Clear,Regular,1.0,13.19,82,Budget,1.16,15.3,1,7
IND_00381,Pune,13,1,Dusty,Holi,3.5,20.33,36,Budget,1.82,129.5,1,20
IND_00382,Bangalore,15,7,Dusty,Holi,4.6,21.1,20,Budget,2.11,204.8,1,22
IND_00383,Mumbai,11,5,Heavy_Rain,Holi,5.6,40.97,33,Budget,1.98,454.28,1,20
IND_00384,Ahmedabad,16,4,Dusty,Holi,4.5,12.32,28,Regular,2.31,128.07,1,22
IND_00385,Delhi,16,4,Heavy_Rain,Holi,28.6,25.0,21,Budget,1.81,1294.15,1,20
IND_00386,Bangalore,19,7,Hot,Regular,1.4,25.61,16,Regular,1.5,53.78,1,18
IND_00387,Chennai,7,2,Dusty,Eid,4.1,21.18,55,Regular,2.03,176.28,1,15
IND_00388,Ahmedabad,20,4,Dusty,Diwali,10.8,14.1,39,Regular,1.98,301.51,1,20
IND_00389,Chennai,21,6,Heavy_Rain,Holi,1.9,22.87,22,Budget,2.78,120.8,0,24
IND_00390,Delhi,22,2,Light_Rain,Regular,3.1,29.84,44,Budget,1.36,125.81,1,16
IND_00391,Pune,13,6,Heavy_Rain,Diwali,2.8,12.15,17,Regular,2.2,74.84,1,22
IND_00392,Chennai,13,7,Heavy_Rain,Holi,4.5,18.15,25,Premium,1.83,149.47,1,20
IND_00393,Chennai,21,2,Heavy_Rain,Diwali,11.5,24.19,33,Premium,1.84,511.86,1,19
IND_00394,Chennai,18,6,Light_Rain,Regular,1.8,22.74,10,Regular,1.37,56.08,1,21
IND_00395,Kolkata,7,2,Humid,Regular,1.0,19.43,72,Budget,1.16,22.54,1,11
IND_00396,Pune,15,2,Heavy_Rain,Eid,15.0,16.13,12,Regular,1.69,408.9,1,20
IND_00397,Chennai,15,2,Dusty,Holi,6.2,19.81,20,Premium,2.65,325.48,1,25
IND_00398,Delhi,16,6,Dusty,Eid,2.1,28.81,25,Regular,1.54,93.17,1,19
IND_00399,Pune,18,7,Dusty,Diwali,3.9,13.14,10,Budget,2.08,106.59,1,25
IND_00400,Kolkata,5,6,Heavy_Rain,Eid,33.3,15.21,91,Premium,2.38,1205.45,1,13
IND_00401,Mumbai,16,6,Dusty,Diwali,2.4,16.38,19,Budget,1.8,70.76,0,20
IND_00402,Mumbai,21,3,Dusty,Diwali,2.9,44.76,24,Premium,1.94,251.82,1,20
IND_00403,Chennai,9,3,Dusty,Diwali,3.5,10.7,42,Regular,2.86,107.11,1,22
IND_00404,Bangalore,17,1,Dusty,Eid,1.4,11.04,10,Regular,2.08,32.15,1,23
IND_00405,Delhi,15,6,Heavy_Rain,Diwali,2.1,28.19,14,Budget,1.54,91.17,1,19
IND_00406,Ahmedabad,22,4,Hot,Regular,1.1,7.12,39,Regular,1.32,10.34,1,16
IND_00407,Ahmedabad,16,7,Dusty,Diwali,27.3,7.92,17,Regular,1.9,410.81,1,20
IND_00408,Kolkata,20,1,Heavy_Rain,Holi,3.4,20.21,23,Regular,2.06,141.55,1,20
IND_00409,Bangalore,22,1,Light_Rain,Regular,3.9,11.37,31,Regular,1.46,64.74,1,16
IND_00410,Hyderabad,15,2,Heavy_Rain,Holi,30.1,18.68,24,Regular,1.73,972.72,1,20
IND_00411,Delhi,13,7,Heavy_Rain,Diwali,1.0,32.62,28,Regular,3.5,114.17,1,28
IND_00412,Pune,2,7,Heavy_Rain,Diwali,1.0,14.98,77,Budget,1.56,23.37,0,9
IND_00413,Chennai,9,6,Heavy_Rain,Eid,4.0,21.24,40,Premium,1.69,143.58,1,16
IND_00414,Hyderabad,19,1,Hot,Regular,1.0,20.71,20,Regular,1.39,28.79,1,18
IND_00415,Delhi,8,3,Heavy_Rain,Eid,3.6,17.54,38,Premium,2.57,162.28,1,20
IND_00416,Kolkata,10,7,Hot,Regular,1.8,8.98,35,Budget,1.25,20.21,1,15
IND_00417,Delhi,7,3,Heavy_Rain,Diwali,2.4,12.38,55,Budget,2.13,63.29,1,15
IND_00418,Pune,14,2,Dusty,Holi,12.2,18.63,17,Regular,1.74,395.48,1,19
IND_00419,Bangalore,11,2,Dusty,Diwali,1.9,15.55,27,Regular,2.26,66.77,1,21
IND_00420,Bangalore,10,5,Dusty,Eid,2.6,20.73,50,Regular,1.82,98.09,1,18
IND_00421,Delhi,0,1,Dusty,Eid,9.0,19.13,65,Premium,2.38,409.76,1,16
IND_00422,Delhi,18,6,Heavy_Rain,Holi,6.9,33.27,10,Regular,1.96,449.94,1,24
IND_00423,Bangalore,12,6,Heavy_Rain,Eid,14.5,12.39,36,Budget,1.74,312.6,1,19
IND_00424,Chennai,16,5,Heavy_Rain,Eid,1.3,10.84,22,Regular,1.57,22.12,1,19
IND_00425,Delhi,18,2,Light_Rain,Regular,1.6,29.74,10,Budget,1.46,69.47,1,22
IND_00426,Delhi,10,5,Heavy_Rain,Holi,1.2,18.05,41,Budget,1.75,37.91,0,17
IND_00427,Bangalore,15,7,Dusty,Diwali,4.1,17.35,13,Premium,2.19,155.79,1,22
IND_00428,Mumbai,10,5,Heavy_Rain,Diwali,1.4,16.32,41,Budget,1.84,42.04,0,18
IND_00429,Bangalore,12,2,Heavy_Rain,Eid,2.0,13.58,41,Regular,1.94,52.69,1,20
IND_00430,Kolkata,21,7,Hot,Regular,1.6,10.72,22,Budget,1.3,22.3,1,16
IND_00431,Delhi,8,7,Light_Rain,Regular,1.0,23.55,54,Budget,1.38,32.5,1,14
IND_00432,Pune,14,2,Dusty,Holi,1.5,10.31,24,Regular,1.89,29.23,1,20
IND_00433,Ahmedabad,17,3,Heavy_Rain,Holi,2.2,7.1,10,Regular,1.99,31.08,1,23
IND_00434,Hyderabad,21,5,Dusty,Diwali,6.1,15.89,37,Regular,2.66,257.83,1,23
IND_00435,Hyderabad,17,2,Dusty,Diwali,3.9,10.56,12,Budget,1.91,78.66,1,22
IND_00436,Mumbai,12,3,Heavy_Rain,Eid,25.7,43.53,30,Budget,2.0,2237.44,0,20
IND_00437,Hyderabad,3,6,Light_Rain,Regular,1.7,15.14,82,Premium,1.41,36.29,1,8
IND_00438,Delhi,23,7,Heavy_Rain,Eid,9.2,13.01,55,Budget,1.66,198.69,0,15
IND_00439,Delhi,11,7,Heavy_Rain,Eid,15.8,25.36,23,Regular,1.83,733.26,1,19
IND_00440,Mumbai,13,3,Heavy_Rain,Diwali,5.8,28.05,26,Budget,2.01,327.01,1,21
IND_00441,Pune,20,7,Dusty,Holi,3.3,22.31,26,Budget,2.18,160.5,0,21
IND_00442,Hyderabad,23,5,Heavy_Rain,Diwali,2.7,10.31,58,Budget,2.22,61.8,0,17
IND_00443,Pune,13,6,Hot,Regular,1.0,11.29,22,Premium,1.37,15.47,1,17
IND_00444,Ahmedabad,18,1,Heavy_Rain,Diwali,2.8,10.45,10,Budget,1.86,54.42,1,24
IND_00445,Mumbai,12,3,Dusty,Diwali,2.1,21.45,28,Budget,2.51,113.06,1,22
IND_00446,Pune,17,2,Dusty,Holi,2.4,18.76,10,Regular,1.55,69.79,0,20
IND_00447,Pune,22,2,Heavy_Rain,Diwali,3.1,25.24,30,Budget,1.66,129.89,0,17
IND_00448,Mumbai,11,6,Heavy_Rain,Diwali,1.2,39.91,33,Budget,1.61,77.11,0,18
IND_00449,Delhi,16,4,Dusty,Diwali,17.1,25.39,16,Budget,2.76,1198.31,0,25
IND_00450,Ahmedabad,11,1,Heavy_Rain,Holi,2.6,17.52,35,Budget,2.27,103.4,0,21
IND_00451,Pune,15,7,Dusty,Holi,3.2,24.61,23,Budget,1.73,136.24,0,20
IND_00452,Hyderabad,10,7,Hot,Regular,1.0,23.44,34,Budget,1.27,29.77,0,15
IND_00453,Hyderabad,18,1,Dusty,Holi,2.9,19.0,10,Premium,1.83,100.83,1,24
IND_00454,Chennai,9,3,Dusty,Diwali,2.6,14.51,50,Regular,2.06,77.72,1,18
IND_00455,Mumbai,20,4,Dusty,Holi,5.5,44.68,34,Regular,2.08,511.14,1,20
IND_00456,Kolkata,10,2,Heavy_Rain,Diwali,2.8,12.83,37,Budget,1.74,62.51,0,17
IND_00457,Chennai,23,2,Dusty,Eid,3.5,9.0,62,Budget,1.64,51.66,1,15
IND_00458,Bangalore,15,3,Heavy_Rain,Holi,1.0,12.0,11,Regular,3.5,42.0,1,29
IND_00459,Hyderabad,13,2,Dusty,Holi,15.9,17.79,21,Premium,1.88,531.78,1,20
IND_00460,Kolkata,9,7,Hot,Regular,1.0,19.09,34,Premium,1.36,25.96,1,15
IND_00461,Kolkata,7,5,Heavy_Rain,Eid,5.4,21.21,69,Premium,2.76,316.11,1,19
IND_00462,Bangalore,12,4,Heavy_Rain,Diwali,1.2,19.81,28,Budget,1.61,38.27,0,18
IND_00463,Ahmedabad,20,4,Heavy_Rain,Diwali,29.0,7.01,24,Budget,1.79,363.89,1,19
IND_00464,Kolkata,20,2,Heavy_Rain,Eid,2.0,7.89,23,Regular,1.68,26.51,1,18
IND_00465,Kolkata,17,5,Dusty,Eid,2.1,21.41,13,Premium,1.91,85.88,1,22
IND_00466,Kolkata,23,5,Heavy_Rain,Diwali,1.6,11.53,57,Regular,1.59,29.33,1,14
IND_00467,Ahmedabad,15,3,Heavy_Rain,Eid,1.0,15.44,29,Premium,2.26,34.89,1,23
IND_00468,Hyderabad,13,1,Heavy_Rain,Holi,1.4,19.31,25,Budget,2.56,69.21,0,23
IND_00469,Mumbai,13,4,Dusty,Eid,2.5,43.46,35,Budget,3.21,348.77,0,27
IND_00470,Hyderabad,20,4,Heavy_Rain,Holi,4.8,18.87,21,Budget,2.06,186.59,0,20
IND_00471,Kolkata,9,3,Heavy_Rain,Eid,12.6,9.52,44,Regular,1.98,237.5,1,18
IND_00472,Chennai,21,1,Light_Rain,Regular,1.4,11.56,23,Budget,1.35,21.85,1,17
IND_00473,Mumbai,10,2,Dusty,Diwali,3.1,26.58,45,Premium,1.68,138.43,1,17
IND_00474,Kolkata,12,3,Heavy_Rain,Holi,1.9,15.19,39,Regular,2.14,61.76,1,21
IND_00475,Hyderabad,18,2,Heavy_Rain,Diwali,3.2,10.77,10,Budget,1.93,66.52,0,24
IND_00476,Delhi,8,3,Heavy_Rain,Holi,5.8,13.71,40,Budget,1.8,143.13,1,16
IND_00477,Delhi,11,5,Dusty,Eid,2.1,19.77,41,Budget,2.04,84.69,0,20
IND_00478,Pune,17,6,Heavy_Rain,Holi,3.6,11.98,10,Budget,1.9,81.94,0,22
IND_00479,Chennai,7,4,Dusty,Diwali,16.8,19.23,66,Budget,1.94,626.74,1,14
IND_00480,Ahmedabad,11,1,Dusty,Diwali,3.4,9.0,30,Budget,1.66,50.8,1,18
IND_00481,Ahmedabad,15,7,Heavy_Rain,Diwali,1.0,9.6,19,Budget,1.52,14.59,1,19
IND_00482,Ahmedabad,12,7,Dusty,Holi,1.6,17.97,29,Budget,1.72,49.45,0,18
IND_00483,Pune,9,2,Dusty,Holi,3.6,12.51,35,Budget,2.08,93.67,0,18
IND_00484,Ahmedabad,15,1,Dusty,Eid,30.6,10.42,13,Budget,1.78,567.56,0,20
IND_00485,Kolkata,20,5,Dusty,Eid,4.9,19.12,20,Budget,2.19,205.18,1,21
IND_00486,Pune,19,1,Dusty,Eid,2.3,27.35,28,Premium,2.06,129.58,1,21
IND_00487,Pune,0,6,Heavy_Rain,Eid,1.7,26.15,74,Regular,1.95,86.69,1,14
IND_00488,Bangalore,22,2,Dusty,Diwali,4.2,12.41,31,Premium,2.69,140.21,1,23
IND_00489,Hyderabad,10,5,Dusty,Diwali,2.9,10.15,43,Premium,2.15,63.29,1,19
IND_00490,Bangalore,6,5,Dusty,Holi,2.3,26.68,72,Premium,1.84,112.91,1,12
IND_00491,Pune,11,2,Dusty,Eid,1.4,19.49,21,Budget,2.29,62.48,1,21
IND_00492,Pune,20,5,Heavy_Rain,Diwali,7.5,11.14,37,Regular,2.9,242.3,1,25
IND_00493,Delhi,13,6,Heavy_Rain,Holi,29.5,33.27,27,Premium,1.76,1727.38,1,19
IND_00494,Chennai,21,6,Dusty,Eid,11.7,14.51,21,Regular,1.69,286.91,1,18
IND_00495,Pune,15,2,Dusty,Diwali,6.1,11.73,20,Budget,2.0,143.11,1,21
IND_00496,Mumbai,14,7,Dusty,Holi,1.6,37.37,24,Budget,1.88,112.41,0,20
IND_00497,Ahmedabad,9,2,Heavy_Rain,Diwali,2.1,18.16,48,Budget,1.54,58.73,1,15
IND_00498,Kolkata,14,7,Dusty,Eid,2.6,11.04,21,Regular,1.72,49.37,1,19
IND_00499,Pune,12,2,Dusty,Diwali,2.6,23.08,26,Regular,3.42,205.23,1,27
IND_00500,Pune,17,7,Heavy_Rain,Diwali,2.6,11.58,10,Budget,1.61,48.47,1,21
IND_00501,Hyderabad,0,7,Light_Rain,Regular,1.2,8.56,64,Premium,1.46,15.0,1,11
IND_00502,Ahmedabad,22,2,Heavy_Rain,Eid,3.5,13.57,37,Budget,1.64,77.89,0,17
IND_00503,Ahmedabad,19,2,Dusty,Eid,1.6,9.31,24,Regular,1.86,27.71,1,20
IND_00504,Chennai,20,5,Heavy_Rain,Holi,2.8,20.73,20,Budget,2.76,160.2,0,24
IND_00505,Hyderabad,8,4,Heavy_Rain,Eid,6.9,22.57,58,Budget,1.81,281.88,0,16
IND_00506,Mumbai,9,6,Heavy_Rain,Holi,20.0,40.94,54,Premium,1.76,1441.09,1,17
IND_00507,Mumbai,11,5,Hot,Regular,1.0,21.71,41,Regular,1.4,30.39,1,17
IND_00508,Pune,19,3,Dusty,Holi,1.3,25.18,22,Budget,1.87,61.21,1,20
IND_00509,Pune,1,7,Heavy_Rain,Eid,6.6,20.11,78,Premium,1.71,226.96,1,11
IND_00510,Chennai,18,2,Light_Rain,Regular,1.5,13.07,10,Budget,1.49,29.21,1,22
IND_00511,Kolkata,15,4,Dusty,Eid,1.4,19.92,30,Regular,2.23,62.19,1,23
IND_00512,Bangalore,13,4,Heavy_Rain,Diwali,3.0,20.35,35,Regular,1.79,109.28,1,20
IND_00513,Kolkata,17,3,Heavy_Rain,Eid,1.2,17.21,10,Budget,1.59,32.84,0,21
IND_00514,Pune,15,3,Heavy_Rain,Eid,1.9,16.69,28,Regular,1.97,62.47,1,21
IND_00515,Kolkata,7,2,Heavy_Rain,Eid,2.0,17.9,69,Regular,1.71,61.22,1,13
IND_00516,Kolkata,14,5,Heavy_Rain,Eid,3.4,14.61,20,Premium,2.05,101.83,1,21
IND_00517,Ahmedabad,6,1,Dusty,Eid,4.0,8.66,75,Regular,2.04,70.67,1,13
IND_00518,Kolkata,2,1,Heavy_Rain,Holi,11.0,16.82,84,Budget,2.16,399.64,0,12
IND_00519,Kolkata,13,5,Dusty,Holi,28.2,12.58,31,Premium,1.84,652.75,1,20
IND_00520,Delhi,14,7,Heavy_Rain,Eid,1.0,22.86,27,Budget,1.72,39.32,1,19
IND_00521,Pune,9,3,Heavy_Rain,Diwali,1.5,10.03,44,Premium,2.66,40.02,1,21
IND_00522,Ahmedabad,20,4,Heavy_Rain,Diwali,2.8,8.86,39,Budget,2.06,51.1,1,20
IND_00523,Kolkata,14,7,Heavy_Rain,Holi,3.3,16.52,20,Budget,1.52,82.86,1,18
IND_00524,Bangalore,10,7,Light_Rain,Regular,1.2,19.79,43,Budget,1.31,31.11,1,15
