hour,day_of_week,distance_km,base_fare,driver_supply,wait_time_mins,ride_completed,is_morning_peak,is_evening_peak,is_late_night,is_weekend,is_weekend_evening,hour_sin,hour_cos,dow_sin,dow_cos,weather_severity,is_rainy,is_heavy_rain,rain_x_peak,is_festival,festival_score,price_sensitivity,city_enc,weather_enc,special_event_enc,customer_segment_enc,surge_multiplier
18,6,1.8,11.01,10,25,1,0,1,0,1,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,5,1,1,1,1,2,3,7,2,2,0,2.03
14,2,1.8,15.58,33,20,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,2,2,4,1,2,2,1.78
11,4,13.2,16.9,34,18,1,0,0,0,0,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,5,1,1,0,1,2,3,1,2,2,0,1.73
12,5,3.6,14.67,35,21,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,5,1,1,0,1,2,3,3,2,2,0,2.26
8,5,1.1,11.53,52,14,1,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,4,1,0,1,0,0,3,0,5,3,0,1.34
15,4,1.5,8.76,30,23,1,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,5,1,1,0,1,3,2,2,2,0,2,2.37
23,5,1.9,28.6,49,14,0,0,0,1,0,0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,5,1,1,0,1,2,3,1,2,1,0,1.61
10,3,1.6,27.21,50,15,1,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,4,1,0,1,0,0,2,7,5,3,2,1.3
1,7,5.8,16.52,79,14,0,0,0,1,1,0,0.25881904510252074,0.9659258262890683,-2.4492935982947064e-16,1.0,5,1,1,0,1,2,2,7,2,2,2,2.15
9,6,6.4,11.5,51,18,0,1,0,0,1,0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,5,1,1,1,1,2,3,4,2,1,0,2.0
13,3,31.2,9.96,31,19,1,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,5,1,1,0,1,2,2,5,2,2,2,1.67
18,7,4.2,15.95,10,26,1,0,1,0,1,0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,3,0,0,0,1,2,3,5,1,1,0,2.22
12,6,1.8,26.27,25,21,1,0,0,0,1,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,3,0,0,0,1,2,2,1,1,1,2,2.19
3,7,1.0,13.19,82,7,1,0,0,0,1,0,0.7071067811865476,0.7071067811865476,-2.4492935982947064e-16,1.0,1,0,0,0,0,0,3,4,0,3,0,1.16
13,1,3.5,20.33,36,20,1,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,3,0,0,0,1,2,3,7,1,2,0,1.82
15,7,4.6,21.1,20,22,1,0,0,0,1,0,-0.7071067811865471,-0.7071067811865479,-2.4492935982947064e-16,1.0,3,0,0,0,1,2,3,1,1,2,0,2.11
11,5,5.6,40.97,33,20,1,0,0,0,0,0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,5,1,1,0,1,2,3,6,2,2,0,1.98
16,4,4.5,12.32,28,22,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,2,2,0,1,2,2,2.31
16,4,28.6,25.0,21,20,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,5,1,1,0,1,2,3,3,2,2,0,1.81
19,7,1.4,25.61,16,18,1,0,1,0,1,1,-0.9659258262890684,0.2588190451025203,-2.4492935982947064e-16,1.0,2,0,0,0,0,0,2,1,3,3,2,1.5
7,2,4.1,21.18,55,15,1,0,0,0,0,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,2,2,2,1,1,2,2.03
20,4,10.8,14.1,39,20,1,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,3,2,0,1,0,2,1.98
21,6,1.9,22.87,22,24,0,0,1,0,1,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,5,1,1,1,1,2,3,2,2,2,0,2.78
22,2,3.1,29.84,44,16,1,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,4,1,0,0,0,0,3,3,5,3,0,1.36
13,6,2.8,12.15,17,22,1,0,0,0,1,0,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,3,2,7,2,0,2,2.2
13,7,4.5,18.15,25,20,1,0,0,0,1,0,-0.2588190451025208,-0.9659258262890683,-2.4492935982947064e-16,1.0,5,1,1,0,1,2,1,2,2,2,1,1.83
21,2,11.5,24.19,33,19,1,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,5,1,1,1,1,3,1,2,2,0,1,1.84
18,6,1.8,22.74,10,21,1,0,1,0,1,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,4,1,0,1,0,0,2,2,5,3,2,1.37
7,2,1.0,19.43,72,11,1,0,0,0,0,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,2,0,0,0,0,0,3,5,4,3,0,1.16
15,2,15.0,16.13,12,20,1,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,2,2,7,2,1,2,1.69
15,2,6.2,19.81,20,25,1,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,2,1,2,1,2,1,2.65
16,6,2.1,28.81,25,19,1,0,0,0,1,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,3,0,0,0,1,2,2,3,1,1,2,1.54
18,7,3.9,13.14,10,25,1,0,1,0,1,0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,3,0,0,0,1,3,3,7,1,0,0,2.08
5,6,33.3,15.21,91,13,1,0,0,0,1,0,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,2,1,5,2,1,1,2.38
16,6,2.4,16.38,19,20,0,0,0,0,1,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,3,0,0,0,1,3,3,6,1,0,0,1.8
21,3,2.9,44.76,24,20,1,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,3,0,0,0,1,3,1,6,1,0,1,1.94
9,3,3.5,10.7,42,22,1,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,3,0,0,0,1,3,2,2,1,0,2,2.86
17,1,1.4,11.04,10,23,1,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,3,0,0,0,1,2,2,1,1,1,2,2.08
15,6,2.1,28.19,14,19,1,0,0,0,1,0,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,3,3,3,2,0,0,1.54
22,4,1.1,7.12,39,16,1,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,2,0,0,0,0,0,2,0,3,3,2,1.32
16,7,27.3,7.92,17,20,1,0,0,0,1,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,3,0,0,0,1,3,2,0,1,0,2,1.9
20,1,3.4,20.21,23,20,1,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,5,1,1,1,1,2,2,5,2,2,2,2.06
22,1,3.9,11.37,31,16,1,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,4,1,0,0,0,0,2,1,5,3,2,1.46
15,2,30.1,18.68,24,20,1,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,2,2,4,2,2,2,1.73
13,7,1.0,32.62,28,28,1,0,0,0,1,0,-0.2588190451025208,-0.9659258262890683,-2.4492935982947064e-16,1.0,5,1,1,0,1,3,2,3,2,0,2,3.5
2,7,1.0,14.98,77,9,0,0,0,0,1,0,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,5,1,1,0,1,3,3,7,2,0,0,1.56
9,6,4.0,21.24,40,16,1,1,0,0,1,0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,5,1,1,1,1,2,1,2,2,1,1,1.69
19,1,1.0,20.71,20,18,1,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,2,0,0,0,0,0,2,4,3,3,2,1.39
8,3,3.6,17.54,38,20,1,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,5,1,1,1,1,2,1,3,2,1,1,2.57
10,7,1.8,8.98,35,15,1,1,0,0,1,0,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0,2,0,0,0,0,0,3,5,3,3,0,1.25
7,3,2.4,12.38,55,15,1,0,0,0,0,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,5,1,1,0,1,3,3,3,2,0,0,2.13
14,2,12.2,18.63,17,19,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,2,2,7,1,2,2,1.74
11,2,1.9,15.55,27,21,1,0,0,0,0,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,3,2,1,1,0,2,2.26
10,5,2.6,20.73,50,18,1,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,2,2,1,1,1,2,1.82
0,1,9.0,19.13,65,16,1,0,0,1,0,0,0.0,1.0,0.7818314824680298,0.6234898018587336,3,0,0,0,1,2,1,3,1,1,1,2.38
18,6,6.9,33.27,10,24,1,0,1,0,1,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,5,1,1,1,1,2,2,3,2,2,2,1.96
12,6,14.5,12.39,36,19,1,0,0,0,1,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,2,3,1,2,1,0,1.74
16,5,1.3,10.84,22,19,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,5,1,1,0,1,2,2,2,2,1,2,1.57
18,2,1.6,29.74,10,22,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,4,1,0,1,0,0,3,3,5,3,0,1.46
10,5,1.2,18.05,41,17,0,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,5,1,1,1,1,2,3,3,2,2,0,1.75
15,7,4.1,17.35,13,22,1,0,0,0,1,0,-0.7071067811865471,-0.7071067811865479,-2.4492935982947064e-16,1.0,3,0,0,0,1,3,1,1,1,0,1,2.19
10,5,1.4,16.32,41,18,0,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,5,1,1,1,1,3,3,6,2,0,0,1.84
12,2,2.0,13.58,41,20,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,2,2,1,2,1,2,1.94
21,7,1.6,10.72,22,16,1,0,1,0,1,1,-0.7071067811865477,0.7071067811865474,-2.4492935982947064e-16,1.0,2,0,0,0,0,0,3,5,3,3,0,1.3
8,7,1.0,23.55,54,14,1,1,0,0,1,0,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,4,1,0,1,0,0,3,3,5,3,0,1.38
14,2,1.5,10.31,24,20,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,2,2,7,1,2,2,1.89
17,3,2.2,7.1,10,23,1,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,5,1,1,0,1,2,2,0,2,2,2,1.99
21,5,6.1,15.89,37,23,1,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,3,2,4,1,0,2,2.66
17,2,3.9,10.56,12,22,1,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,3,3,4,1,0,0,1.91
12,3,25.7,43.53,30,20,0,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,5,1,1,0,1,2,3,6,2,1,0,2.0
3,6,1.7,15.14,82,8,1,0,0,0,1,0,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,4,1,0,0,0,0,1,4,5,3,1,1.41
23,7,9.2,13.01,55,15,0,0,0,1,1,0,-0.25881904510252157,0.9659258262890681,-2.4492935982947064e-16,1.0,5,1,1,0,1,2,3,3,2,1,0,1.66
11,7,15.8,25.36,23,19,1,0,0,0,1,0,0.258819045102521,-0.9659258262890682,-2.4492935982947064e-16,1.0,5,1,1,0,1,2,2,3,2,1,2,1.83
13,3,5.8,28.05,26,21,1,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,5,1,1,0,1,3,3,6,2,0,0,2.01
20,7,3.3,22.31,26,21,0,0,1,0,1,1,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,3,0,0,0,1,2,3,7,1,2,0,2.18
23,5,2.7,10.31,58,17,0,0,0,1,0,0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,5,1,1,0,1,3,3,4,2,0,0,2.22
13,6,1.0,11.29,22,17,1,0,0,0,1,0,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,2,0,0,0,0,0,1,7,3,3,1,1.37
18,1,2.8,10.45,10,24,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,5,1,1,1,1,3,3,0,2,0,0,1.86
12,3,2.1,21.45,28,22,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,3,0,0,0,1,3,3,6,1,0,0,2.51
17,2,2.4,18.76,10,20,0,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,2,2,7,1,2,2,1.55
22,2,3.1,25.24,30,17,0,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,3,3,7,2,0,0,1.66
11,6,1.2,39.91,33,18,0,0,0,0,1,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,3,3,6,2,0,0,1.61
16,4,17.1,25.39,16,25,0,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,3,3,3,1,0,0,2.76
11,1,2.6,17.52,35,21,0,0,0,0,0,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,5,1,1,0,1,2,3,0,2,2,0,2.27
15,7,3.2,24.61,23,20,0,0,0,0,1,0,-0.7071067811865471,-0.7071067811865479,-2.4492935982947064e-16,1.0,3,0,0,0,1,2,3,7,1,2,0,1.73
10,7,1.0,23.44,34,15,0,1,0,0,1,0,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0,2,0,0,0,0,0,3,4,3,3,0,1.27
18,1,2.9,19.0,10,24,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,3,0,0,0,1,2,1,4,1,2,1,1.83
9,3,2.6,14.51,50,18,1,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,3,0,0,0,1,3,2,2,1,0,2,2.06
20,4,5.5,44.68,34,20,1,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,2,2,6,1,2,2,2.08
10,2,2.8,12.83,37,17,0,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,5,1,1,1,1,3,3,5,2,0,0,1.74
23,2,3.5,9.0,62,15,1,0,0,1,0,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,2,3,2,1,1,0,1.64
15,3,1.0,12.0,11,29,1,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,5,1,1,0,1,2,2,1,2,2,2,3.5
13,2,15.9,17.79,21,20,1,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,2,1,4,1,2,1,1.88
9,7,1.0,19.09,34,15,1,1,0,0,1,0,0.7071067811865476,-0.7071067811865475,-2.4492935982947064e-16,1.0,2,0,0,0,0,0,1,5,3,3,1,1.36
7,5,5.4,21.21,69,19,1,0,0,0,0,0,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,5,1,1,0,1,2,1,5,2,1,1,2.76
12,4,1.2,19.81,28,18,0,0,0,0,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,5,1,1,0,1,3,3,1,2,0,0,1.61
20,4,29.0,7.01,24,19,1,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,5,1,1,1,1,3,3,0,2,0,0,1.79
20,2,2.0,7.89,23,18,1,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,5,1,1,1,1,2,2,5,2,1,2,1.68
17,5,2.1,21.41,13,22,1,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,2,1,5,1,1,1,1.91
23,5,1.6,11.53,57,14,1,0,0,1,0,0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,5,1,1,0,1,3,2,5,2,0,2,1.59
15,3,1.0,15.44,29,23,1,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,5,1,1,0,1,2,1,0,2,1,1,2.26
13,1,1.4,19.31,25,23,0,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,5,1,1,0,1,2,3,4,2,2,0,2.56
13,4,2.5,43.46,35,27,0,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,2,3,6,1,1,0,3.21
20,4,4.8,18.87,21,20,0,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,5,1,1,1,1,2,3,4,2,2,0,2.06
9,3,12.6,9.52,44,18,1,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,5,1,1,1,1,2,2,5,2,1,2,1.98
21,1,1.4,11.56,23,17,1,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,4,1,0,1,0,0,3,2,5,3,0,1.35
10,2,3.1,26.58,45,17,1,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,3,1,6,1,0,1,1.68
12,3,1.9,15.19,39,21,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,5,1,1,0,1,2,2,5,2,2,2,2.14
18,2,3.2,10.77,10,24,0,0,1,0,0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,5,1,1,1,1,3,3,4,2,0,0,1.93
8,3,5.8,13.71,40,16,1,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,5,1,1,1,1,2,3,3,2,2,0,1.8
11,5,2.1,19.77,41,20,0,0,0,0,0,0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,2,3,3,1,1,0,2.04
17,6,3.6,11.98,10,22,0,0,0,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,2,3,7,2,2,0,1.9
7,4,16.8,19.23,66,14,1,0,0,0,0,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,3,3,2,1,0,0,1.94
11,1,3.4,9.0,30,18,1,0,0,0,0,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,3,0,0,0,1,3,3,0,1,0,0,1.66
15,7,1.0,9.6,19,19,1,0,0,0,1,0,-0.7071067811865471,-0.7071067811865479,-2.4492935982947064e-16,1.0,5,1,1,0,1,3,3,0,2,0,0,1.52
12,7,1.6,17.97,29,18,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3,0,0,0,1,2,3,0,1,2,0,1.72
9,2,3.6,12.51,35,18,0,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,2,3,7,1,2,0,2.08
15,1,30.6,10.42,13,20,0,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,3,0,0,0,1,2,3,0,1,1,0,1.78
20,5,4.9,19.12,20,21,1,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,2,3,5,1,1,0,2.19
19,1,2.3,27.35,28,21,1,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,3,0,0,0,1,2,1,7,1,1,1,2.06
0,6,1.7,26.15,74,14,1,0,0,1,1,0,0.0,1.0,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,2,2,7,2,1,2,1.95
22,2,4.2,12.41,31,23,1,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,3,1,1,1,0,1,2.69
10,5,2.9,10.15,43,19,1,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,3,1,4,1,0,1,2.15
6,5,2.3,26.68,72,12,1,0,0,0,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,2,1,1,1,2,1,1.84
11,2,1.4,19.49,21,21,1,0,0,0,0,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,2,3,7,1,1,0,2.29
20,5,7.5,11.14,37,25,1,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,5,1,1,1,1,3,2,7,2,0,2,2.9
13,6,29.5,33.27,27,19,1,0,0,0,1,0,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,2,1,3,2,2,1,1.76
21,6,11.7,14.51,21,18,1,0,1,0,1,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,3,0,0,0,1,2,2,2,1,1,2,1.69
15,2,6.1,11.73,20,21,1,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,3,3,7,1,0,0,2.0
14,7,1.6,37.37,24,20,0,0,0,0,1,0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,3,0,0,0,1,2,3,6,1,2,0,1.88
9,2,2.1,18.16,48,15,1,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,5,1,1,1,1,3,3,0,2,0,0,1.54
14,7,2.6,11.04,21,19,1,0,0,0,1,0,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,3,0,0,0,1,2,2,5,1,1,2,1.72
12,2,2.6,23.08,26,27,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,3,2,7,1,0,2,3.42
17,7,2.6,11.58,10,21,1,0,0,0,1,0,-0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,5,1,1,0,1,3,3,7,2,0,0,1.61
0,7,1.2,8.56,64,11,1,0,0,1,1,0,0.0,1.0,-2.4492935982947064e-16,1.0,4,1,0,0,0,0,1,4,5,3,1,1.46
22,2,3.5,13.57,37,17,0,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,2,3,0,2,1,0,1.64
19,2,1.6,9.31,24,20,1,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,2,2,0,1,1,2,1.86
20,5,2.8,20.73,20,24,0,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,5,1,1,1,1,2,3,2,2,2,0,2.76
8,4,6.9,22.57,58,16,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,5,1,1,1,1,2,3,4,2,1,0,1.81
9,6,20.0,40.94,54,17,1,1,0,0,1,0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,5,1,1,1,1,2,1,6,2,2,1,1.76
11,5,1.0,21.71,41,17,1,0,0,0,0,0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,2,0,0,0,0,0,2,6,3,3,2,1.4
19,3,1.3,25.18,22,20,1,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,3,0,0,0,1,2,3,7,1,2,0,1.87
1,7,6.6,20.11,78,11,1,0,0,1,1,0,0.25881904510252074,0.9659258262890683,-2.4492935982947064e-16,1.0,5,1,1,0,1,2,1,7,2,1,1,1.71
18,2,1.5,13.07,10,22,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,4,1,0,1,0,0,3,2,5,3,0,1.49
15,4,1.4,19.92,30,23,1,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,2,2,5,1,1,2,2.23
13,4,3.0,20.35,35,20,1,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,5,1,1,0,1,3,2,1,2,0,2,1.79
17,3,1.2,17.21,10,21,0,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,5,1,1,0,1,2,3,5,2,1,0,1.59
15,3,1.9,16.69,28,21,1,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,5,1,1,0,1,2,2,7,2,1,2,1.97
7,2,2.0,17.9,69,13,1,0,0,0,0,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,2,2,5,2,1,2,1.71
14,5,3.4,14.61,20,21,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,5,1,1,0,1,2,1,5,2,1,1,2.05
6,1,4.0,8.66,75,13,1,0,0,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,3,0,0,0,1,2,2,0,1,1,2,2.04
